dataset: A
instance: PA
+-----------+
2D Packing Heuristic in Truck P201582303
Min2DVol: 19.725 [m2]
Stack 0 with items: ['0091017200_03072022004793', '0091017200_03072022004793']
Stack 1 with items: ['0091017200_03072022004793', '0091017200_03072022004793']
Stack 2 with items: ['0091017200_03072022004793', '0091017200_03072022004793']
Stack 3 with items: ['0091017200_03072022004793', '0091017200_03072022004793']
Stack 4 with items: ['0091017200_03072022000576', '0091017200_03072022004793']
Stack 5 with items: ['0091017200_03072022000576', '0091017200_03072022000576']
Stack 6 with items: ['0091017200_03072022000576', '0091017200_03072022000576']
Stack 7 with items: ['0091017200_03072022000576', '0091017200_03072022000576']
Stack 8 with items: ['0091017200_03072022000576', '0091017200_03072022000576']
Stack 9 with items: ['0091017200_03072022011864', '0091017200_03072022006665']
Stack 10 with items: ['0091017200_03072022005147', '0091017200_03072022013129']
Heuristic packed all stacks
