dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P103423109
Min2DVol: 32.30448 [m2]
Stack 0 with items: ['0090017000_27022023000560', '0090017000_27022023000560', '0090017000_27022023000560']
Stack 1 with items: ['0090017000_27022023007525', '0090017000_27022023007525']
Stack 2 with items: ['0090017000_27022023007525', '0090017000_27022023007525']
Stack 3 with items: ['0090017000_27022023007525', '0090017000_27022023007525']
Stack 4 with items: ['0090017000_27022023007525', '0090017000_27022023007525']
Stack 5 with items: ['0090017000_27022023008354', '0090017000_27022023008354']
Stack 6 with items: ['0090017000_27022023008354', '0090017000_27022023008354']
Stack 7 with items: ['0090017000_27022023011516', '0090017000_27022023011516']
Stack 8 with items: ['0090017000_27022023011516', '0090017000_27022023011516']
Stack 9 with items: ['0090017000_27022023011516', '0090017000_27022023011516']
Stack 10 with items: ['0090017000_27022023011516', '0090017000_27022023011516']
Stack 11 with items: ['0090017000_27022023011516', '0090017000_27022023011516']
Stack 12 with items: ['0090017000_27022023011516', '0090017000_27022023011516']
Stack 13 with items: ['0090017000_27022023008721', '0090017000_27022023008721']
Stack 14 with items: ['0090017000_27022023008721', '0090017000_27022023008721']
Stack 15 with items: ['0090017000_27022023008721', '0090017000_27022023008721']
Stack 16 with items: ['0090017000_27022023008721', '0090017000_27022023008721']
Stack 17 with items: ['0090017000_27022023008721', '0090017000_27022023008721']
Stack 18 with items: ['0090017000_27022023008721', '0090017000_27022023008721']
Stack 19 with items: ['0090017000_27022023012621', '0090017000_27022023012621']
Stack 20 with items: ['0090017000_27022023021500', '0090017000_27022023021500', '0090017000_27022023021500']
Stack 21 with items: ['0090017000_27022023034427', '0090017000_27022023034427']
Heuristic packed all stacks
