dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P100541205
Min2DVol: 32.064 [m2]
Stack 0 with items: ['0091017200_27022023063193', '0091017200_27022023063193', '0091017200_27022023063193']
Stack 1 with items: ['0091017200_27022023063193', '0091017200_27022023047258', '0091017200_27022023032996']
Stack 2 with items: ['0091017200_27022023032996', '0091017200_27022023032996', '0091017200_27022023032996', '0091017200_27022023032996']
Stack 3 with items: ['0091017200_27022023026724', '0091017200_27022023026724', '0091017200_27022023026724', '0091017200_27022023026724']
Stack 4 with items: ['0091017200_27022023019391', '0091017200_27022023016000', '0091017200_27022023016000']
Stack 5 with items: ['0091017200_27022023016000']
Stack 6 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 7 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 8 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 9 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 10 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 11 with items: ['0091017200_27022023036836', '0091017200_27022023036836']
Stack 12 with items: ['0091017200_27022023036836', '0091017200_27022023050813']
Stack 13 with items: ['0091017200_27022023036836', '0091017200_27022023036836']
Stack 14 with items: ['0091017200_27022023036836', '0091017200_27022023036836']
Stack 15 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 16 with items: ['0091017200_27022023036836', '0091017200_27022023036836']
Stack 17 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 18 with items: ['0091017200_27022023050813', '0091017200_27022023050813']
Stack 19 with items: ['0091017200_27022023036836', '0091017200_27022023036836']
Heuristic packed all stacks
