dataset: X
instance: RM3
+-----------+
2D Packing Heuristic in Truck P206395317
Min2DVol: 32.17806000000003 [m2]
Stack 0 with items: ['0090038200_08062023029647', '0090038200_08062023007682', '0090038200_08062023018297', '0090038200_08062023005587']
Stack 1 with items: ['0090038200_08062023000535', '0090038200_08062023026180']
Stack 2 with items: ['0090038200_08062023028957', '0090038200_08062023028957', '0090038200_08062023028957']
Stack 3 with items: ['0090038200_08062023028957', '0090038200_08062023025457', '0090038200_08062023025457']
Stack 4 with items: ['0090038200_08062023025457', '0090038200_08062023025457', '0090038200_08062023025457']
Stack 5 with items: ['0090038200_08062023025457', '0090038200_08062023025457', '0090038200_08062023025457']
Stack 6 with items: ['0090038200_08062023025457', '0090038200_08062023025457', '0090038200_08062023025457']
Stack 7 with items: ['0090038200_08062023025457', '0090038200_08062023024399', '0090038200_08062023024337']
Stack 8 with items: ['0090038200_08062023024337', '0090038200_08062023024337', '0090038200_08062023024337']
Stack 9 with items: ['0090038200_08062023024337', '0090038200_08062023022424', '0090038200_08062023024337']
Stack 10 with items: ['0090038200_08062023022402', '0090038200_08062023022402', '0090038200_08062023022402']
Stack 11 with items: ['0090038200_08062023022402', '0090038200_08062023022402', '0090038200_08062023022402']
Stack 12 with items: ['0090038200_08062023021988', '0090038200_08062023021988', '0090038200_08062023021988']
Stack 13 with items: ['0090038200_08062023021988', '0090038200_08062023021988', '0090038200_08062023021988']
Stack 14 with items: ['0090038200_08062023021988', '0090038200_08062023021988', '0090038200_08062023021988']
Stack 15 with items: ['0090038200_08062023019918', '0090038200_08062023019918', '0090038200_08062023019918']
Stack 16 with items: ['0090038200_08062023019918', '0090038200_08062023019918', '0090038200_08062023019918']
Stack 17 with items: ['0090038200_08062023019918', '0090038200_08062023019918', '0090038200_08062023019918']
Stack 18 with items: ['0090038200_08062023019918', '0090038200_08062023017531', '0090038200_08062023019918']
Stack 19 with items: ['0090038200_08062023017531', '0090038200_08062023017201', '0090038200_08062023017531']
Stack 20 with items: ['0090038200_08062023011334', '0090038200_08062023011334', '0090038200_08062023011334']
Stack 21 with items: ['0090038200_08062023011108', '0090038200_08062023007146', '0090038200_08062023006813']
Stack 22 with items: ['0090038200_08062023006784', '0090038200_08062023006784', '0090038200_08062023006784']
Stack 23 with items: ['0090038200_08062023006784', '0090038200_08062023006784', '0090038200_08062023006784']
Stack 24 with items: ['0090038200_08062023006784', '0090038200_08062023006784', '0090038200_08062023006784']
Stack 25 with items: ['0090038200_08062023003707', '0090038200_08062023003707', '0090038200_08062023003707']
Stack 26 with items: ['0090038200_08062023003707', '0090038200_08062023003707', '0090038200_08062023003707']
Stack 27 with items: ['0090038200_08062023003707', '0090038200_08062023001095', '0090038200_08062023001095']
Stack 28 with items: ['0090038200_08062023022945', '0090038200_08062023011494', '0090038200_08062023022945']
Stack 29 with items: ['0090038200_08062023011494', '0090038200_08062023011494', '0090038200_08062023011494']
Stack 30 with items: ['0090038200_08062023022945', '0090038200_08062023011494', '0090038200_08062023023484']
Stack 31 with items: ['0090038200_08062023027465', '0090038200_08062023008752', '0090038200_08062023008752']
Stack 32 with items: ['0090038200_08062023011494', '0090038200_08062023011494', '0090038200_08062023028353']
Stack 33 with items: ['0090038200_08062023023484', '0090038200_08062023013389', '0090038200_08062023013389']
Stack 34 with items: ['0090038200_08062023013891', '0090038200_08062023013891', '0090038200_08062023022945']
Stack 35 with items: ['0090038200_08062023008752', '0090038200_08062023022945', '0090038200_08062023030208']
Stack 36 with items: ['0090038200_08062023023484', '0090038200_08062023017562', '0090038200_08062023023484']
Stack 37 with items: ['0090038200_08062023028686', '0090038200_08062023030208', '0090038200_08062023030208']
Stacks not packed:
Stack 2 missing: ['0090038200_08062023028957', '0090038200_08062023028957', '0090038200_08062023028957']
Stack 3 missing: ['0090038200_08062023028957', '0090038200_08062023025457', '0090038200_08062023025457']
Stack 7 missing: ['0090038200_08062023025457', '0090038200_08062023024399', '0090038200_08062023024337']
Stack 8 missing: ['0090038200_08062023024337', '0090038200_08062023024337', '0090038200_08062023024337']
Stack 9 missing: ['0090038200_08062023024337', '0090038200_08062023022424', '0090038200_08062023024337']
Stack 10 missing: ['0090038200_08062023022402', '0090038200_08062023022402', '0090038200_08062023022402']
Stack 11 missing: ['0090038200_08062023022402', '0090038200_08062023022402', '0090038200_08062023022402']
Stack 15 missing: ['0090038200_08062023019918', '0090038200_08062023019918', '0090038200_08062023019918']
Stack 16 missing: ['0090038200_08062023019918', '0090038200_08062023019918', '0090038200_08062023019918']
Stack 17 missing: ['0090038200_08062023019918', '0090038200_08062023019918', '0090038200_08062023019918']
Stack 18 missing: ['0090038200_08062023019918', '0090038200_08062023017531', '0090038200_08062023019918']
Stack 19 missing: ['0090038200_08062023017531', '0090038200_08062023017201', '0090038200_08062023017531']
Stack 20 missing: ['0090038200_08062023011334', '0090038200_08062023011334', '0090038200_08062023011334']
Stack 21 missing: ['0090038200_08062023011108', '0090038200_08062023007146', '0090038200_08062023006813']
Stack 25 missing: ['0090038200_08062023003707', '0090038200_08062023003707', '0090038200_08062023003707']
Stack 26 missing: ['0090038200_08062023003707', '0090038200_08062023003707', '0090038200_08062023003707']
Stack 27 missing: ['0090038200_08062023003707', '0090038200_08062023001095', '0090038200_08062023001095']
