dataset: C
instance: DO3
+-----------+
2D Packing Heuristic in Truck P102041111
Min2DVol: 30.240000000000002 [m2]
Stack 0 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 1 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 2 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 3 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 4 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 5 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 6 with items: ['0090019100_28022023013133', '0090019100_28022023013133']
Stack 7 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Stack 8 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Stack 9 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Stack 10 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Stack 11 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Stack 12 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Stack 13 with items: ['0090019100_28022023001547', '0090019100_28022023001547']
Heuristic packed all stacks
