dataset: X
instance: MA
+-----------+
2D Packing Heuristic in Truck P170038103
Min2DVol: 28.866059999999994 [m2]
Stack 0 with items: ['0090016200_08062023031966', '0090016200_08062023031026']
Stack 1 with items: ['0090016200_08062023031026', '0090016200_08062023031026']
Stack 2 with items: ['0090016200_08062023031026', '0090016200_08062023031026']
Stack 3 with items: ['0090016200_08062023031026', '0090016200_08062023025680']
Stack 4 with items: ['0090016200_08062023025680', '0090016200_08062023025680']
Stack 5 with items: ['0090016200_08062023025680', '0090016200_08062023025680']
Stack 6 with items: ['0090016200_08062023025680', '0090016200_08062023020243']
Stack 7 with items: ['0090016200_08062023015875', '0090016200_08062023015875']
Stack 8 with items: ['0090016200_08062023015875', '0090016200_08062023015875']
Stack 9 with items: ['0090016200_08062023015875', '0090016200_08062023015875']
Stack 10 with items: ['0090016200_08062023009170', '0090016200_08062023007011']
Stack 11 with items: ['0090016200_08062023007011', '0090016200_08062023007011']
Stack 12 with items: ['0090016200_08062023031260', '0090016200_08062023015723']
Heuristic packed all stacks
