dataset: B
instance: FL
+-----------+
2D Packing Heuristic in Truck P343070803
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_26102022009861', '0090015100_26102022009861']
Stack 1 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 2 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 3 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 4 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 5 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 6 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 7 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 8 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 9 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 10 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 11 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 12 with items: ['0090015100_26102022009408', '0090015100_26102022009408']
Stack 13 with items: ['0090015100_26102022006662', '0090015100_26102022005492']
Stack 14 with items: ['0090015100_26102022005492', '0090015100_26102022001477']
Stack 15 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Heuristic packed all stacks
