dataset: B
instance: CI
+-----------+
2D Packing Heuristic in Truck P351402851
Min2DVol: 31.938059999999993 [m2]
Stack 0 with items: ['0090016800_26102022003043']
Stack 1 with items: ['0090016800_26102022008897', '0090016800_26102022008897', '0090016800_26102022008897']
Stack 2 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 3 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 4 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 5 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 6 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 7 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 8 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 9 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 10 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stack 11 with items: ['0090016800_26102022009356', '0090016800_26102022009356', '0090016800_26102022009356']
Stacks not packed:
Stack 1 missing: ['0090016800_26102022008897', '0090016800_26102022008897', '0090016800_26102022008897']
