dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P191215307
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016900_08062023032246', '0090016900_08062023032246', '0090016900_08062023032246']
Stack 1 with items: ['0090016900_08062023032246', '0090016900_08062023032246', '0090016900_08062023032246']
Stack 2 with items: ['0090016900_08062023032246', '0090016900_08062023026085', '0090016900_08062023032246']
Stack 3 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 4 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 5 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 6 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 7 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 8 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 9 with items: ['0090016900_08062023026085', '0090016900_08062023026085', '0090016900_08062023026085']
Stack 10 with items: ['0090016900_08062023026085', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 11 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 12 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 13 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 14 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 15 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 16 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 17 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 18 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 19 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 20 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 21 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 22 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 23 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 24 with items: ['0090016900_08062023021689', '0090016900_08062023021689', '0090016900_08062023021689']
Stack 25 with items: ['0090016900_08062023021689', '0090016900_08062023013241', '0090016900_08062023000479']
Heuristic packed all stacks
