dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P235072703
Min2DVol: 16.443810000000006 [m2]
Stack 0 with items: ['0090015100_03072022011896', '0090015100_03072022011896']
Stack 1 with items: ['0090015100_03072022011712', '0090015100_03072022011712']
Stack 2 with items: ['0090015100_03072022011712', '0090015100_03072022011712']
Stack 3 with items: ['0090015100_03072022011566', '0090015100_03072022011566']
Stack 4 with items: ['0090015100_03072022011566', '0090015100_03072022011398', '0090015100_03072022007975']
Stack 5 with items: ['0090015100_03072022010656', '0090015100_03072022010656']
Stack 6 with items: ['0090015100_03072022010656', '0090015100_03072022010656']
Stack 7 with items: ['0090015100_03072022009529', '0090015100_03072022005511']
Stack 8 with items: ['0090015100_03072022008718', '0090015100_03072022008718']
Stack 9 with items: ['0090015100_03072022008718', '0090015100_03072022008718']
Stack 10 with items: ['0090015100_03072022008084', '0090015100_03072022008084']
Stack 11 with items: ['0090015100_03072022008084', '0090015100_03072022008084']
Stack 12 with items: ['0090015100_03072022008075', '0090015100_03072022008075']
Stack 13 with items: ['0090015100_03072022008071', '0090015100_03072022008071']
Stack 14 with items: ['0090015100_03072022008071', '0090015100_03072022008071']
Stack 15 with items: ['0090015100_03072022007196', '0090015100_03072022007196']
Stack 16 with items: ['0090015100_03072022007196', '0090015100_03072022007196']
Stack 17 with items: ['0090015100_03072022005396', '0090015100_03072022000927']
Stack 18 with items: ['0090015100_03072022003009', '0090015100_03072022003009']
Stack 19 with items: ['0090015100_03072022003009', '0090015100_03072022003009']
Stack 20 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 21 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 22 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 23 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 24 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 25 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 26 with items: ['0090015100_03072022001133', '0090015100_03072022001133']
Stacks not packed:
Stack 25 missing: ['0090015100_03072022001133', '0090015100_03072022001133']
Stack 26 missing: ['0090015100_03072022001133', '0090015100_03072022001133']
