dataset: C
instance: CI3
+-----------+
2D Packing Heuristic in Truck P076412801
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090016800_28022023016806', '0090016800_28022023014604', '0090016800_28022023016806']
Stack 1 with items: ['0090016800_28022023014604', '0090016800_28022023014604', '0090016800_28022023014604']
Stack 2 with items: ['0090016800_28022023014604', '0090016800_28022023014604', '0090016800_28022023014604']
Stack 3 with items: ['0090016800_28022023014604', '0090016800_28022023014604', '0090016800_28022023014604']
Stack 4 with items: ['0090016800_28022023014604', '0090016800_28022023014604', '0090016800_28022023014604']
Stack 5 with items: ['0090016800_28022023014604', '0090016800_28022023014604', '0090016800_28022023014604']
Stack 6 with items: ['0090016800_28022023014604', '0090016800_28022023014604', '0090016800_28022023014604']
Stack 7 with items: ['0090016800_28022023014604', '0090016800_28022023005307', '0090016800_28022023014604']
Stack 8 with items: ['0090016800_28022023005307', '0090016800_28022023002012', '0090016800_28022023005307']
Stack 9 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Stack 10 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Stack 11 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Stack 12 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Stack 13 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Stack 14 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Stack 15 with items: ['0090016800_28022023002012', '0090016800_28022023002012', '0090016800_28022023002012']
Heuristic packed all stacks
