dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P348043003
Min2DVol: 26.418059999999993 [m2]
Stack 0 with items: ['0090019100_26102022011207', '0090019100_26102022009328', '0090019100_26102022007568']
Stack 1 with items: ['0090019100_26102022007568', '0090019100_26102022007482', '0090019100_26102022007482']
Stack 2 with items: ['0090019100_26102022007482', '0090019100_26102022007482', '0090019100_26102022007482']
Stack 3 with items: ['0090019100_26102022007482', '0090019100_26102022005322', '0090019100_26102022005035']
Stack 4 with items: ['0090019100_26102022005035', '0090019100_26102022005035', '0090019100_26102022005035']
Stack 5 with items: ['0090019100_26102022003018', '0090019100_26102022003018', '0090019100_26102022003018']
Stack 6 with items: ['0090019100_26102022003018', '0090019100_26102022003018', '0090019100_26102022003018']
Stack 7 with items: ['0090019100_26102022003018', '0090019100_26102022003018', '0090019100_26102022003018']
Stack 8 with items: ['0090019100_26102022003018', '0090019100_26102022003018', '0090019100_26102022003018']
Stack 9 with items: ['0090019100_26102022003018', '0090019100_26102022003018', '0090019100_26102022003018']
Stack 10 with items: ['0090019100_26102022003018', '0090019100_26102022003018', '0090019100_26102022003018']
Stack 11 with items: ['0090019100_26102022001531', '0090019100_26102022001531', '0090019100_26102022001531']
Stack 12 with items: ['0090019100_26102022001531', '0090019100_26102022001531', '0090019100_26102022001531']
Stack 13 with items: ['0090019100_26102022001531', '0090019100_26102022001531', '0090019100_26102022001531']
Stack 14 with items: ['0090019100_26102022001531', '0090019100_26102022001531', '0090019100_26102022001531']
Stack 15 with items: ['0090019100_26102022001531', '0090019100_26102022001531', '0090019100_26102022001531']
Stack 16 with items: ['0090019100_26102022000602', '0090019100_26102022000602', '0090019100_26102022000602']
Stack 17 with items: ['0090019100_26102022000602', '0090019100_26102022000602', '0090019100_26102022000602']
Stack 18 with items: ['0090019100_26102022000602', '0090019100_26102022000602', '0090019100_26102022000602']
Stack 19 with items: ['0090019100_26102022000602', '0090019100_26102022000602', '0090019100_26102022000602']
Stack 20 with items: ['0090019100_26102022000602', '0090019100_26102022000602', '0090019100_26102022000602']
Stack 21 with items: ['0090019100_26102022002437', '0090019100_26102022002118', '0090019100_26102022001071', '0090019100_26102022007641', '0090019100_26102022008989']
Heuristic packed all stacks
