dataset: X
instance: AS7
+-----------+
2D Packing Heuristic in Truck P220706603
Min2DVol: 60.91635000000002 [m2]
Stack 0 with items: ['0090018000_14062023000763']
Stack 1 with items: ['0090018000_14062023000763']
Stack 2 with items: ['0090018000_14062023000763']
Stack 3 with items: ['0090018000_14062023000293']
Stack 4 with items: ['0090018000_14062023000293']
Stack 5 with items: ['0090018000_14062023000763']
Stack 6 with items: ['0090018000_14062023000293']
Stack 7 with items: ['0090018000_14062023000293']
Stack 8 with items: ['0090018000_14062023000293']
Stack 9 with items: ['0090018000_14062023000293']
Stack 10 with items: ['0090018000_14062023000293']
Stack 11 with items: ['0090018000_14062023000763']
Stack 12 with items: ['0090018000_14062023000293']
Stack 13 with items: ['0090018000_14062023000763']
Stack 14 with items: ['0090018000_14062023009988', '0090018000_14062023009988']
Stack 15 with items: ['0090018000_14062023007686', '0090018000_14062023007686']
Stack 16 with items: ['0090018000_14062023007686', '0090018000_14062023007686']
Stack 17 with items: ['0090018000_14062023007686', '0090018000_14062023007686']
Stack 18 with items: ['0090018000_14062023007686', '0090018000_14062023005210']
Stack 19 with items: ['0090018000_14062023005210', '0090018000_14062023005210']
Stack 20 with items: ['0090018000_14062023005210', '0090018000_14062023005210']
Stack 21 with items: ['0090018000_14062023005210', '0090018000_14062023005210']
Stack 22 with items: ['0090018000_14062023005210', '0090018000_14062023005210']
Stack 23 with items: ['0090018000_14062023008258', '0090018000_14062023008258']
Stack 24 with items: ['0090018000_14062023008258', '0090018000_14062023008258']
Stack 25 with items: ['0090018000_14062023008258', '0090018000_14062023008258']
Stack 26 with items: ['0090018000_14062023008258', '0090018000_14062023008258']
Stack 27 with items: ['0090018000_14062023013072', '0090018000_14062023008258']
Stack 28 with items: ['0090018000_14062023013072', '0090018000_14062023013072']
Stack 29 with items: ['0090018000_14062023013072', '0090018000_14062023013072']
Stack 30 with items: ['0090018000_14062023013072', '0090018000_14062023013072']
Stack 31 with items: ['0090018000_14062023008258', '0090018000_14062023008258']
Stack 32 with items: ['0090018000_14062023013072', '0090018000_14062023013072']
Stack 33 with items: ['0090018000_14062023008258', '0090018000_14062023008258']
Stack 34 with items: ['0090018000_14062023013072', '0090018000_14062023013072']
Stacks not packed:
Stack 13 missing: ['0090018000_14062023000763']
