dataset: B
instance: PA2
+-----------+
2D Packing Heuristic in Truck P328546903
Min2DVol: 33.73805999999998 [m2]
Stack 0 with items: ['0091017200_26102022013590', '0091017200_26102022010892', '0091017200_26102022013590']
Stack 1 with items: ['0091017200_26102022010344', '0091017200_26102022010344', '0091017200_26102022010344', '0091017200_26102022010344']
Stack 2 with items: ['0091017200_26102022010344', '0091017200_26102022010344', '0091017200_26102022010344', '0091017200_26102022010344']
Stack 3 with items: ['0091017200_26102022010344', '0091017200_26102022010344', '0091017200_26102022010344', '0091017200_26102022010344']
Stack 4 with items: ['0091017200_26102022006669', '0091017200_26102022003811', '0091017200_26102022003783']
Stack 5 with items: ['0091017200_26102022002572', '0091017200_26102022002350', '0091017200_26102022002572', '0091017200_26102022002572']
Stack 6 with items: ['0091017200_26102022002350']
Stack 7 with items: ['0091017200_26102022002568', '0091017200_26102022009460', '0091017200_26102022012064']
Stack 8 with items: ['0091017200_26102022006070', '0091017200_26102022006070']
Stack 9 with items: ['0091017200_26102022006070', '0091017200_26102022006070']
Stack 10 with items: ['0091017200_26102022006070', '0091017200_26102022006070']
Stack 11 with items: ['0091017200_26102022006070', '0091017200_26102022006070']
Stack 12 with items: ['0091017200_26102022006070', '0091017200_26102022006070']
Stack 13 with items: ['0091017200_26102022006070', '0091017200_26102022006070']
Stack 14 with items: ['0091017200_26102022017017', '0091017200_26102022017017']
Stack 15 with items: ['0091017200_26102022017017', '0091017200_26102022017017']
Stack 16 with items: ['0091017200_26102022017017', '0091017200_26102022017017']
Stack 17 with items: ['0091017200_26102022017017', '0091017200_26102022017017']
Stack 18 with items: ['0091017200_26102022017017', '0091017200_26102022017017']
Stack 19 with items: ['0091017200_26102022017017', '0091017200_26102022017017']
Stacks not packed:
Stack 19 missing: ['0091017200_26102022017017', '0091017200_26102022017017']
