dataset: X
instance: MA3
+-----------+
2D Packing Heuristic in Truck P178038101
Min2DVol: 32.25599999999999 [m2]
Stack 0 with items: ['0090016200_08062023032798', '0090016200_08062023027719']
Stack 1 with items: ['0090016200_08062023021463', '0090016200_08062023021463']
Stack 2 with items: ['0090016200_08062023021463', '0090016200_08062023021463']
Stack 3 with items: ['0090016200_08062023021463', '0090016200_08062023019311']
Stack 4 with items: ['0090016200_08062023018840', '0090016200_08062023018840']
Stack 5 with items: ['0090016200_08062023018840', '0090016200_08062023018840']
Stack 6 with items: ['0090016200_08062023018840', '0090016200_08062023018840']
Stack 7 with items: ['0090016200_08062023018840', '0090016200_08062023004868']
Stack 8 with items: ['0090016200_08062023003185', '0090016200_08062023003185']
Stack 9 with items: ['0090016200_08062023003185', '0090016200_08062023003185']
Stack 10 with items: ['0090016200_08062023003185', '0090016200_08062023003185']
Stack 11 with items: ['0090016200_08062023003185', '0090016200_08062023003185']
Stack 12 with items: ['0090016200_08062023003185', '0090016200_08062023003185']
Stack 13 with items: ['0090016200_08062023003185', '0090016200_08062023001918']
Heuristic packed all stacks
