dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P188421801
Min2DVol: 33.599999999999994 [m2]
Stack 0 with items: ['0090017000_14062023039319', '0090017000_14062023039319', '0090017000_14062023039319']
Stack 1 with items: ['0090017000_14062023039319', '0090017000_14062023039319', '0090017000_14062023039319']
Stack 2 with items: ['0090017000_14062023035832', '0090017000_14062023035832', '0090017000_14062023035832']
Stack 3 with items: ['0090017000_14062023035832', '0090017000_14062023035832', '0090017000_14062023035832']
Stack 4 with items: ['0090017000_14062023035462', '0090017000_14062023030959', '0090017000_14062023035462']
Stack 5 with items: ['0090017000_14062023030959', '0090017000_14062023030959', '0090017000_14062023030959']
Stack 6 with items: ['0090017000_14062023030959', '0090017000_14062023030959', '0090017000_14062023030959']
Stack 7 with items: ['0090017000_14062023027794', '0090017000_14062023027794', '0090017000_14062023027794']
Stack 8 with items: ['0090017000_14062023027794', '0090017000_14062023027794', '0090017000_14062023027794']
Stack 9 with items: ['0090017000_14062023027794', '0090017000_14062023027794', '0090017000_14062023027794']
Stack 10 with items: ['0090017000_14062023027794', '0090017000_14062023027794', '0090017000_14062023027794']
Stack 11 with items: ['0090017000_14062023027794', '0090017000_14062023027794', '0090017000_14062023027794']
Stack 12 with items: ['0090017000_14062023026161', '0090017000_14062023026161', '0090017000_14062023026161']
Stack 13 with items: ['0090017000_14062023026161', '0090017000_14062023019317', '0090017000_14062023026161']
Stack 14 with items: ['0090017000_14062023019317', '0090017000_14062023019317', '0090017000_14062023019317']
Stack 15 with items: ['0090017000_14062023019317', '0090017000_14062023019317', '0090017000_14062023019317']
Stack 16 with items: ['0090017000_14062023013894', '0090017000_14062023013894', '0090017000_14062023013894']
Stack 17 with items: ['0090017000_14062023013894', '0090017000_14062023013894', '0090017000_14062023013894']
Stack 18 with items: ['0090017000_14062023013894', '0090017000_14062023013894', '0090017000_14062023013894']
Stack 19 with items: ['0090017000_14062023013894', '0090017000_14062023013894', '0090017000_14062023013894']
Stack 20 with items: ['0090017000_14062023013894', '0090017000_14062023013894', '0090017000_14062023013894']
Stack 21 with items: ['0090017000_14062023013894', '0090017000_14062023013894', '0090017000_14062023013894']
Stack 22 with items: ['0090017000_14062023004423', '0090017000_14062023004423', '0090017000_14062023004423']
Stack 23 with items: ['0090017000_14062023004423', '0090017000_14062023004423', '0090017000_14062023004423']
Stack 24 with items: ['0090017000_14062023004423', '0090017000_14062023004423', '0090017000_14062023004423']
Stack 25 with items: ['0090017000_14062023004423', '0090017000_14062023003316', '0090017000_14062023003316']
Stack 26 with items: ['0090017000_14062023003316', '0090017000_14062023003316', '0090017000_14062023003316']
Stack 27 with items: ['0090017000_14062023003316', '0090017000_14062023002410', '0090017000_14062023003316']
Stacks not packed:
Stack 26 missing: ['0090017000_14062023003316', '0090017000_14062023003316', '0090017000_14062023003316']
Stack 27 missing: ['0090017000_14062023003316', '0090017000_14062023002410', '0090017000_14062023003316']
