dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P066385105
Min2DVol: 32.40000000000001 [m2]
Stack 0 with items: ['0090038300_27022023024059', '0090038300_27022023018795', '0090038300_27022023024059']
Stack 1 with items: ['0090038300_27022023018795', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 2 with items: ['0090038300_27022023013200', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 3 with items: ['0090038300_27022023013200', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 4 with items: ['0090038300_27022023013200', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 5 with items: ['0090038300_27022023013200', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 6 with items: ['0090038300_27022023013200', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 7 with items: ['0090038300_27022023013200', '0090038300_27022023006512', '0090038300_27022023013200']
Stack 8 with items: ['0090038300_27022023006512', '0090038300_27022023006512', '0090038300_27022023006512']
Stack 9 with items: ['0090038300_27022023006512', '0090038300_27022023006512', '0090038300_27022023006512']
Stack 10 with items: ['0090038300_27022023006512', '0090038300_27022023006512', '0090038300_27022023006512']
Stack 11 with items: ['0090038300_27022023006512', '0090038300_27022023003621', '0090038300_27022023003621']
Stack 12 with items: ['0090038300_27022023003621', '0090038300_27022023003621', '0090038300_27022023003621']
Stack 13 with items: ['0090038300_27022023003621', '0090038300_27022023003621', '0090038300_27022023003621']
Stack 14 with items: ['0090038300_27022023003621', '0090038300_27022023000655', '0090038300_27022023003621']
Stack 15 with items: ['0090038300_27022023000655', '0090038300_27022023000655', '0090038300_27022023000655']
Stack 16 with items: ['0090038300_27022023000655', '0090038300_27022023000655', '0090038300_27022023000655']
Stack 17 with items: ['0090038300_27022023000655', '0090038300_27022023000655', '0090038300_27022023000655']
Stack 18 with items: ['0090038300_27022023000655', '0090038300_27022023000655', '0090038300_27022023000655']
Stack 19 with items: ['0090038300_27022023000655', '0090038300_27022023000655', '0090038300_27022023000655']
Stack 20 with items: ['0090038300_27022023000655', '0090038300_27022023000655', '0090038300_27022023000655']
Stack 21 with items: ['0090038300_27022023000655']
Stack 22 with items: ['0090038300_27022023021809', '0090038300_27022023021809', '0090038300_27022023026925']
Stack 23 with items: ['0090038300_27022023032906', '0090038300_27022023032906', '0090038300_27022023032906']
Stack 24 with items: ['0090038300_27022023021809', '0090038300_27022023021809', '0090038300_27022023021809']
Stack 25 with items: ['0090038300_27022023034542', '0090038300_27022023021809', '0090038300_27022023021809']
Stack 26 with items: ['0090038300_27022023021809', '0090038300_27022023021809', '0090038300_27022023032906']
Stack 27 with items: ['0090038300_27022023021809', '0090038300_27022023021809', '0090038300_27022023021809']
Stack 28 with items: ['0090038300_27022023021809', '0090038300_27022023021809', '0090038300_27022023021809']
Stack 29 with items: ['0090038300_27022023021809', '0090038300_27022023021809', '0090038300_27022023021809']
Stack 30 with items: ['0090038300_27022023031345', '0090038300_27022023029232', '0090038300_27022023031345']
Stack 31 with items: ['0090038300_27022023031345', '0090038300_27022023029232', '0090038300_27022023029232']
Stack 32 with items: ['0090038300_27022023031345', '0090038300_27022023024579', '0090038300_27022023024579']
Stack 33 with items: ['0090038300_27022023031345', '0090038300_27022023029232', '0090038300_27022023029232']
Stack 34 with items: ['0090038300_27022023024579', '0090038300_27022023024579', '0090038300_27022023024579']
Stack 35 with items: ['0090038300_27022023029232', '0090038300_27022023029232', '0090038300_27022023031345']
Stack 36 with items: ['0090038300_27022023031345', '0090038300_27022023031345', '0090038300_27022023031345']
Stack 37 with items: ['0090038300_27022023029232', '0090038300_27022023029232', '0090038300_27022023031345']
Stacks not packed:
Stack 0 missing: ['0090038300_27022023024059', '0090038300_27022023018795', '0090038300_27022023024059']
Stack 1 missing: ['0090038300_27022023018795', '0090038300_27022023013200', '0090038300_27022023013200']
Stack 8 missing: ['0090038300_27022023006512', '0090038300_27022023006512', '0090038300_27022023006512']
Stack 9 missing: ['0090038300_27022023006512', '0090038300_27022023006512', '0090038300_27022023006512']
Stack 10 missing: ['0090038300_27022023006512', '0090038300_27022023006512', '0090038300_27022023006512']
Stack 11 missing: ['0090038300_27022023006512', '0090038300_27022023003621', '0090038300_27022023003621']
Stack 12 missing: ['0090038300_27022023003621', '0090038300_27022023003621', '0090038300_27022023003621']
Stack 13 missing: ['0090038300_27022023003621', '0090038300_27022023003621', '0090038300_27022023003621']
Stack 30 missing: ['0090038300_27022023031345', '0090038300_27022023029232', '0090038300_27022023031345']
Stack 31 missing: ['0090038300_27022023031345', '0090038300_27022023029232', '0090038300_27022023029232']
Stack 32 missing: ['0090038300_27022023031345', '0090038300_27022023024579', '0090038300_27022023024579']
Stack 33 missing: ['0090038300_27022023031345', '0090038300_27022023029232', '0090038300_27022023029232']
Stack 34 missing: ['0090038300_27022023024579', '0090038300_27022023024579', '0090038300_27022023024579']
Stack 35 missing: ['0090038300_27022023029232', '0090038300_27022023029232', '0090038300_27022023031345']
Stack 36 missing: ['0090038300_27022023031345', '0090038300_27022023031345', '0090038300_27022023031345']
Stack 37 missing: ['0090038300_27022023029232', '0090038300_27022023029232', '0090038300_27022023031345']
