dataset: C
instance: RM
+-----------+
2D Packing Heuristic in Truck P087396501
Min2DVol: 31.716120000000004 [m2]
Stack 0 with items: ['0090038200_27022023028409', '0090038200_27022023023977', '0090038200_27022023027275', '0090038200_27022023023216']
Stack 1 with items: ['0090038200_27022023021702', '0090038200_27022023017722', '0090038200_27022023017975', '0090038200_27022023020774', '0090038200_27022023017375']
Stack 2 with items: ['0090038200_27022023017088', '0090038200_27022023013274', '0090038200_27022023013405', '0090038200_27022023016530', '0090038200_27022023011757']
Stack 3 with items: ['0090038200_27022023012405', '0090038200_27022023007376', '0090038200_27022023010712', '0090038200_27022023010876', '0090038200_27022023005208']
Stack 4 with items: ['0090038200_27022023004785', '0090038200_27022023001656', '0090038200_27022023003199', '0090038200_27022023004548', '0090038200_27022023001362']
Stack 5 with items: ['0090038200_27022023000444', '0090038200_27022023000232', '0090038200_27022023000006']
Stack 6 with items: ['0090038200_27022023003710', '0090038200_27022023000587', '0090038200_27022023000587', '0090038200_27022023025266']
Stack 7 with items: ['0090038200_27022023001602', '0090038200_27022023005158', '0090038200_27022023005158']
Stack 8 with items: ['0090038200_27022023004044', '0090038200_27022023004044', '0090038200_27022023027059']
Stack 9 with items: ['0090038200_27022023025365', '0090038200_27022023025365', '0090038200_27022023025365']
Stack 10 with items: ['0090038200_27022023025365', '0090038200_27022023025365', '0090038200_27022023025365']
Stack 11 with items: ['0090038200_27022023025365', '0090038200_27022023025365', '0090038200_27022023025365']
Stack 12 with items: ['0090038200_27022023020419', '0090038200_27022023020419', '0090038200_27022023025365']
Stack 13 with items: ['0090038200_27022023025365', '0090038200_27022023025365', '0090038200_27022023025365']
Stack 14 with items: ['0090038200_27022023025365', '0090038200_27022023025365', '0090038200_27022023027059']
Stack 15 with items: ['0090038200_27022023025365', '0090038200_27022023004044', '0090038200_27022023004044']
Stack 16 with items: ['0090038200_27022023020419', '0090038200_27022023007413', '0090038200_27022023004044']
Stack 17 with items: ['0090038200_27022023020419', '0090038200_27022023022976', '0090038200_27022023022976']
Stack 18 with items: ['0090038200_27022023022537', '0090038200_27022023022537', '0090038200_27022023022537']
Stack 19 with items: ['0090038200_27022023022537', '0090038200_27022023022537', '0090038200_27022023022537']
Stack 20 with items: ['0090038200_27022023022537', '0090038200_27022023022537', '0090038200_27022023022537']
Stack 21 with items: ['0090038200_27022023022537', '0090038200_27022023022537', '0090038200_27022023022537']
Stack 22 with items: ['0090038200_27022023022537', '0090038200_27022023022537', '0090038200_27022023022537']
Stack 23 with items: ['0090038200_27022023022537', '0090038200_27022023022537', '0090038200_27022023022537']
Heuristic packed all stacks
