dataset: X
instance: MT3
+-----------+
2D Packing Heuristic in Truck P186501801
Min2DVol: 32.39999999999999 [m2]
Stack 0 with items: ['0091017700_08062023005169', '0091017700_08062023005169', '0091017700_08062023005169']
Stack 1 with items: ['0091017700_08062023005169', '0091017700_08062023005169', '0091017700_08062023005169']
Stack 2 with items: ['0091017700_08062023005169', '0091017700_08062023004153', '0091017700_08062023004153']
Stack 3 with items: ['0091017700_08062023004153', '0091017700_08062023002624', '0091017700_08062023004153']
Stack 4 with items: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
Stack 5 with items: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
Stack 6 with items: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
Stack 7 with items: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
Stack 8 with items: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
Stack 9 with items: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
Stack 10 with items: ['0091017700_08062023001821', '0091017700_08062023001821', '0091017700_08062023001821']
Stack 11 with items: ['0091017700_08062023001633', '0091017700_08062023001633', '0091017700_08062023001633']
Stack 12 with items: ['0091017700_08062023001588', '0091017700_08062023001588', '0091017700_08062023001588']
Stack 13 with items: ['0091017700_08062023001588', '0091017700_08062023000934', '0091017700_08062023001588']
Stack 14 with items: ['0091017700_08062023000919', '0091017700_08062023000919', '0091017700_08062023000919']
Stack 15 with items: ['0091017700_08062023000919', '0091017700_08062023000919', '0091017700_08062023000919']
Stack 16 with items: ['0091017700_08062023000919', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 17 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 18 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 19 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 20 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 21 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 22 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 23 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 24 with items: ['0091017700_08062023000096', '0091017700_08062023000096', '0091017700_08062023000096']
Stack 25 with items: ['0091017700_08062023000071', '0091017700_08062023000071', '0091017700_08062023000071']
Stack 26 with items: ['0091017700_08062023000830']
Stacks not packed:
Stack 9 missing: ['0091017700_08062023002624', '0091017700_08062023002624', '0091017700_08062023002624']
