dataset: X
instance: TR3
+-----------+
2D Packing Heuristic in Truck P219422515
Min2DVol: 30.685600000000008 [m2]
Stack 0 with items: ['0090017000_08062023004259', '0090017000_08062023004259', '0090017000_08062023036640', '0090017000_08062023038865']
Stack 1 with items: ['0090017000_08062023030284', '0090017000_08062023038043', '0090017000_08062023038043', '0090017000_08062023038043']
Stack 2 with items: ['0090017000_08062023005148', '0090017000_08062023005148', '0090017000_08062023015912']
Stack 3 with items: ['0090017000_08062023028238', '0090017000_08062023028238', '0090017000_08062023028238']
Stack 4 with items: ['0090017000_08062023028238', '0090017000_08062023028238', '0090017000_08062023028238']
Stack 5 with items: ['0090017000_08062023028238', '0090017000_08062023028238', '0090017000_08062023028238']
Stack 6 with items: ['0090017000_08062023028238', '0090017000_08062023024124', '0090017000_08062023024124']
Stack 7 with items: ['0090017000_08062023024124', '0090017000_08062023024124', '0090017000_08062023024124']
Stack 8 with items: ['0090017000_08062023020270', '0090017000_08062023019592', '0090017000_08062023019592']
Stack 9 with items: ['0090017000_08062023019592', '0090017000_08062023019592', '0090017000_08062023019592']
Stack 10 with items: ['0090017000_08062023019592', '0090017000_08062023015251', '0090017000_08062023015251']
Stack 11 with items: ['0090017000_08062023014851', '0090017000_08062023010657', '0090017000_08062023010657']
Stack 12 with items: ['0090017000_08062023010657', '0090017000_08062023010657', '0090017000_08062023010657']
Stack 13 with items: ['0090017000_08062023010657', '0090017000_08062023010657', '0090017000_08062023010657']
Stack 14 with items: ['0090017000_08062023010310', '0090017000_08062023007134', '0090017000_08062023010310']
Heuristic packed all stacks
