dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P067041115
Min2DVol: 30.240000000000002 [m2]
Stack 0 with items: ['0090019100_28022023016801', '0090019100_28022023012644', '0090019100_28022023012644', '0090019100_28022023016801', '0090019100_28022023016801']
Stack 1 with items: ['0090019100_28022023012644', '0090019100_28022023005227', '0090019100_28022023007975', '0090019100_28022023005227', '0090019100_28022023012644']
Stack 2 with items: ['0090019100_28022023005227', '0090019100_28022023003340', '0090019100_28022023003340', '0090019100_28022023005227', '0090019100_28022023005227']
Stack 3 with items: ['0090019100_28022023000956']
Stack 4 with items: ['0090019100_28022023003579', '0090019100_28022023003579']
Stack 5 with items: ['0090019100_28022023003579', '0090019100_28022023020346']
Stack 6 with items: ['0090019100_28022023020346', '0090019100_28022023020346']
Stack 7 with items: ['0090019100_28022023020346', '0090019100_28022023020346']
Stack 8 with items: ['0090019100_28022023004494', '0090019100_28022023004494']
Stack 9 with items: ['0090019100_28022023006894', '0090019100_28022023006894']
Stack 10 with items: ['0090019100_28022023006894', '0090019100_28022023006894']
Stack 11 with items: ['0090019100_28022023004494', '0090019100_28022023004494']
Stack 12 with items: ['0090019100_28022023006894', '0090019100_28022023004494']
Stack 13 with items: ['0090019100_28022023006894', '0090019100_28022023006894']
Stack 14 with items: ['0090019100_28022023006894', '0090019100_28022023006894']
Stack 15 with items: ['0090019100_28022023004494', '0090019100_28022023004494']
Stack 16 with items: ['0090019100_28022023006894', '0090019100_28022023006894']
Stack 17 with items: ['0090019100_28022023006894', '0090019100_28022023006894']
Heuristic packed all stacks
