dataset: C
instance: MT3
+-----------+
2D Packing Heuristic in Truck P083501801
Min2DVol: 32.39999999999999 [m2]
Stack 0 with items: ['0091017700_28022023004601', '0091017700_28022023004601', '0091017700_28022023004601']
Stack 1 with items: ['0091017700_28022023004601', '0091017700_28022023004601', '0091017700_28022023004601']
Stack 2 with items: ['0091017700_28022023004601', '0091017700_28022023004601', '0091017700_28022023004601']
Stack 3 with items: ['0091017700_28022023004601', '0091017700_28022023004601', '0091017700_28022023004601']
Stack 4 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 5 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 6 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 7 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 8 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 9 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 10 with items: ['0091017700_28022023004313', '0091017700_28022023004313', '0091017700_28022023004313']
Stack 11 with items: ['0091017700_28022023004313', '0091017700_28022023003884', '0091017700_28022023004313']
Stack 12 with items: ['0091017700_28022023003884', '0091017700_28022023003884', '0091017700_28022023003884']
Stack 13 with items: ['0091017700_28022023003884', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 14 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 15 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 16 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 17 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 18 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 19 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 20 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 21 with items: ['0091017700_28022023003853', '0091017700_28022023003853', '0091017700_28022023003853']
Stack 22 with items: ['0091017700_28022023000525', '0091017700_28022023000525', '0091017700_28022023000525']
Stack 23 with items: ['0091017700_28022023000525', '0091017700_28022023000525', '0091017700_28022023000525']
Stack 24 with items: ['0091017700_28022023000215', '0091017700_28022023000215', '0091017700_28022023000215']
Stack 25 with items: ['0091017700_28022023000170', '0091017700_28022023000170', '0091017700_28022023000170']
Stack 26 with items: ['0091017700_28022023005553']
Stacks not packed:
Stack 23 missing: ['0091017700_28022023000525', '0091017700_28022023000525', '0091017700_28022023000525']
