dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P090056119
Min2DVol: 31.290299999999988 [m2]
Stack 0 with items: ['0090017100_27022023031828', '0090017100_27022023030414']
Stack 1 with items: ['0090017100_27022023018591', '0090017100_27022023018591']
Stack 2 with items: ['0090017100_27022023004914', '0090017100_27022023026351']
Stack 3 with items: ['0090017100_27022023009252', '0090017100_27022023009252']
Stack 4 with items: ['0090017100_27022023018591', '0090017100_27022023029422']
Stack 5 with items: ['0090017100_27022023033740', '0090017100_27022023031130', '0090017100_27022023033740']
Stack 6 with items: ['0090017100_27022023031130', '0090017100_27022023028583', '0090017100_27022023031130']
Stack 7 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 8 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 9 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 10 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 11 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 12 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 13 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 14 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 15 with items: ['0090017100_27022023028583', '0090017100_27022023028583', '0090017100_27022023028583']
Stack 16 with items: ['0090017100_27022023028583', '0090017100_27022023028494', '0090017100_27022023023366']
Stack 17 with items: ['0090017100_27022023023366', '0090017100_27022023023366', '0090017100_27022023023366']
Stack 18 with items: ['0090017100_27022023023366', '0090017100_27022023023366', '0090017100_27022023023366']
Stack 19 with items: ['0090017100_27022023023366', '0090017100_27022023021471', '0090017100_27022023021471']
Stack 20 with items: ['0090017100_27022023021471', '0090017100_27022023021471', '0090017100_27022023021471']
Stack 21 with items: ['0090017100_27022023021471', '0090017100_27022023021471', '0090017100_27022023021471']
Stack 22 with items: ['0090017100_27022023021471', '0090017100_27022023017859', '0090017100_27022023017859']
Stack 23 with items: ['0090017100_27022023017859', '0090017100_27022023012217', '0090017100_27022023017859']
Stack 24 with items: ['0090017100_27022023012217', '0090017100_27022023012217', '0090017100_27022023012217']
Stack 25 with items: ['0090017100_27022023012217', '0090017100_27022023012217', '0090017100_27022023012217']
Heuristic packed all stacks
