dataset: C
instance: CI
+-----------+
2D Packing Heuristic in Truck P094883701
Min2DVol: 29.15646000000001 [m2]
Stack 0 with items: ['0090016800_27022023015572']
Stack 1 with items: ['0090016800_27022023015572']
Stack 2 with items: ['0090016800_27022023015572']
Stack 3 with items: ['0090016800_27022023015572']
Stack 4 with items: ['0090016800_27022023005349']
Stack 5 with items: ['0090016800_27022023028564', '0090016800_27022023023979', '0090016800_27022023013314']
Stack 6 with items: ['0090016800_27022023015764', '0090016800_27022023015764', '0090016800_27022023015764']
Stack 7 with items: ['0090016800_27022023006376', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 8 with items: ['0090016800_27022023006310', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 9 with items: ['0090016800_27022023006310', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 10 with items: ['0090016800_27022023006310', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 11 with items: ['0090016800_27022023006310', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 12 with items: ['0090016800_27022023006310', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 13 with items: ['0090016800_27022023006310', '0090016800_27022023006310', '0090016800_27022023006310']
Stack 14 with items: ['0090016800_27022023020658', '0090016800_27022023020658', '0090016800_27022023020658']
Stack 15 with items: ['0090016800_27022023020658', '0090016800_27022023010037', '0090016800_27022023010037']
Stack 16 with items: ['0090016800_27022023017597', '0090016800_27022023017597', '0090016800_27022023017597']
Stack 17 with items: ['0090016800_27022023017060', '0090016800_27022023013894', '0090016800_27022023013894']
Stack 18 with items: ['0090016800_27022023020658', '0090016800_27022023020658', '0090016800_27022023020658']
Stack 19 with items: ['0090016800_27022023013894', '0090016800_27022023010037', '0090016800_27022023013894']
Stack 20 with items: ['0090016800_27022023010037', '0090016800_27022023010037', '0090016800_27022023020658']
Stack 21 with items: ['0090016800_27022023013894', '0090016800_27022023017597', '0090016800_27022023017597']
Heuristic packed all stacks
