dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P090424709
Min2DVol: 28.183932000000006 [m2]
Stack 0 with items: ['0090017000_27022023031491', '0090017000_27022023031491']
Stack 1 with items: ['0090017000_27022023030278', '0090017000_27022023030278']
Stack 2 with items: ['0090017000_27022023030278', '0090017000_27022023030278']
Stack 3 with items: ['0090017000_27022023030278', '0090017000_27022023030278']
Stack 4 with items: ['0090017000_27022023030278', '0090017000_27022023030278']
Stack 5 with items: ['0090017000_27022023023426', '0090017000_27022023023426']
Stack 6 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 7 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 8 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 9 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 10 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 11 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 12 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 13 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 14 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 15 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 16 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Stack 17 with items: ['0090017000_27022023020372', '0090017000_27022023020372']
Heuristic packed all stacks
