dataset: C
instance: MA
+-----------+
2D Packing Heuristic in Truck P093221503
Min2DVol: 29.827843500000018 [m2]
Stack 0 with items: ['0090016200_27022023036749', '0090016200_27022023034446']
Stack 1 with items: ['0090016200_27022023034446', '0090016200_27022023034446']
Stack 2 with items: ['0090016200_27022023034446', '0090016200_27022023034446']
Stack 3 with items: ['0090016200_27022023034446', '0090016200_27022023034446']
Stack 4 with items: ['0090016200_27022023034446', '0090016200_27022023034446']
Stack 5 with items: ['0090016200_27022023029539', '0090016200_27022023029539']
Stack 6 with items: ['0090016200_27022023028050', '0090016200_27022023026901']
Stack 7 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 8 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 9 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 10 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 11 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 12 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 13 with items: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 14 with items: ['0090016200_27022023021088', '0090016200_27022023021088']
Stack 15 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 16 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 17 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 18 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 19 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 20 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 21 with items: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 22 with items: ['0090016200_27022023019473', '0090016200_27022023018349']
Stack 23 with items: ['0090016200_27022023017858', '0090016200_27022023017648']
Stack 24 with items: ['0090016200_27022023017648', '0090016200_27022023017648']
Stack 25 with items: ['0090016200_27022023017648', '0090016200_27022023017648']
Stack 26 with items: ['0090016200_27022023017648', '0090016200_27022023017648']
Stack 27 with items: ['0090016200_27022023017648', '0090016200_27022023017648']
Stack 28 with items: ['0090016200_27022023014424', '0090016200_27022023014424']
Stack 29 with items: ['0090016200_27022023014424', '0090016200_27022023014424']
Stack 30 with items: ['0090016200_27022023014424', '0090016200_27022023014424']
Stack 31 with items: ['0090016200_27022023014424', '0090016200_27022023014424']
Stack 32 with items: ['0090016200_27022023014424', '0090016200_27022023014424']
Stack 33 with items: ['0090016200_27022023014331', '0090016200_27022023011492']
Stack 34 with items: ['0090016200_27022023008330', '0090016200_27022023008330']
Stack 35 with items: ['0090016200_27022023008330', '0090016200_27022023008330']
Stack 36 with items: ['0090016200_27022023008330', '0090016200_27022023008330']
Stack 37 with items: ['0090016200_27022023008330', '0090016200_27022023008330']
Stack 38 with items: ['0090016200_27022023008330', '0090016200_27022023005485']
Stack 39 with items: ['0090016200_27022023005485', '0090016200_27022023005485']
Stack 40 with items: ['0090016200_27022023005485', '0090016200_27022023005485']
Stack 41 with items: ['0090016200_27022023005485', '0090016200_27022023005485']
Stack 42 with items: ['0090016200_27022023005485', '0090016200_27022023005485']
Stack 43 with items: ['0090016200_27022023005485', '0090016200_27022023000886']
Stack 44 with items: ['0090016200_27022023000060', '0090016200_27022023000060']
Stack 45 with items: ['0090016200_27022023000060', '0090016200_27022023000060']
Stack 46 with items: ['0090016200_27022023000060', '0090016200_27022023000060']
Stack 47 with items: ['0090016200_27022023000060', '0090016200_27022023000060']
Stack 48 with items: ['0090016200_27022023000060']
Stacks not packed:
Stack 0 missing: ['0090016200_27022023036749', '0090016200_27022023034446']
Stack 5 missing: ['0090016200_27022023029539', '0090016200_27022023029539']
Stack 6 missing: ['0090016200_27022023028050', '0090016200_27022023026901']
Stack 7 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 8 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 9 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 10 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 11 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 12 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 13 missing: ['0090016200_27022023026901', '0090016200_27022023026901']
Stack 15 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 16 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 17 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 18 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 19 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 20 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 21 missing: ['0090016200_27022023019473', '0090016200_27022023019473']
Stack 22 missing: ['0090016200_27022023019473', '0090016200_27022023018349']
Stack 23 missing: ['0090016200_27022023017858', '0090016200_27022023017648']
Stack 33 missing: ['0090016200_27022023014331', '0090016200_27022023011492']
Stack 45 missing: ['0090016200_27022023000060', '0090016200_27022023000060']
Stack 46 missing: ['0090016200_27022023000060', '0090016200_27022023000060']
Stack 47 missing: ['0090016200_27022023000060', '0090016200_27022023000060']
