dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P342223603
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017100_26102022015335', '0090017100_26102022015335', '0090017100_26102022015335']
Stack 1 with items: ['0090017100_26102022015047', '0090017100_26102022015047', '0090017100_26102022015047']
Stack 2 with items: ['0090017100_26102022015047', '0090017100_26102022014577', '0090017100_26102022014577']
Stack 3 with items: ['0090017100_26102022014577', '0090017100_26102022012571', '0090017100_26102022011871']
Stack 4 with items: ['0090017100_26102022011871', '0090017100_26102022011871', '0090017100_26102022011871']
Stack 5 with items: ['0090017100_26102022011871', '0090017100_26102022011871', '0090017100_26102022011871']
Stack 6 with items: ['0090017100_26102022011871', '0090017100_26102022011699', '0090017100_26102022011602']
Stack 7 with items: ['0090017100_26102022011602', '0090017100_26102022011602', '0090017100_26102022011602']
Stack 8 with items: ['0090017100_26102022010979', '0090017100_26102022010979', '0090017100_26102022010979']
Stack 9 with items: ['0090017100_26102022010979', '0090017100_26102022010979', '0090017100_26102022010979']
Stack 10 with items: ['0090017100_26102022010979', '0090017100_26102022010979', '0090017100_26102022010979']
Stack 11 with items: ['0090017100_26102022010553', '0090017100_26102022010553', '0090017100_26102022010553']
Stack 12 with items: ['0090017100_26102022009526', '0090017100_26102022007229', '0090017100_26102022009526']
Stack 13 with items: ['0090017100_26102022004085', '0090017100_26102022004085', '0090017100_26102022004085']
Stack 14 with items: ['0090017100_26102022004085', '0090017100_26102022004085', '0090017100_26102022004085']
Stack 15 with items: ['0090017100_26102022004085', '0090017100_26102022004085', '0090017100_26102022004085']
Stack 16 with items: ['0090017100_26102022004085', '0090017100_26102022004085', '0090017100_26102022004085']
Stack 17 with items: ['0090017100_26102022004085', '0090017100_26102022003911', '0090017100_26102022003441']
Stack 18 with items: ['0090017100_26102022003441', '0090017100_26102022003441', '0090017100_26102022003441']
Stack 19 with items: ['0090017100_26102022003441', '0090017100_26102022003441', '0090017100_26102022003441']
Stack 20 with items: ['0090017100_26102022003441', '0090017100_26102022003441', '0090017100_26102022003441']
Stack 21 with items: ['0090017100_26102022003441', '0090017100_26102022003441', '0090017100_26102022003441']
Stack 22 with items: ['0090017100_26102022003030', '0090017100_26102022003030', '0090017100_26102022003030']
Stack 23 with items: ['0090017100_26102022003030', '0090017100_26102022003030', '0090017100_26102022003030']
Stack 24 with items: ['0090017100_26102022003030', '0090017100_26102022001809', '0090017100_26102022003030']
Stack 25 with items: ['0090017100_26102022001809', '0090017100_26102022001055', '0090017100_26102022001809']
Heuristic packed all stacks
