dataset: C
instance: DO3
+-----------+
2D Packing Heuristic in Truck P087040107
Min2DVol: 28.36206 [m2]
Stack 0 with items: ['0090019100_28022023000891', '0090019100_28022023004820', '0090019100_28022023004820', '0090019100_28022023013543']
Stack 1 with items: ['0090019100_28022023009997', '0090019100_28022023009997', '0090019100_28022023009997', '0090019100_28022023009997']
Stack 2 with items: ['0090019100_28022023018437', '0090019100_28022023018437']
Stack 3 with items: ['0090019100_28022023018437', '0090019100_28022023018437']
Stack 4 with items: ['0090019100_28022023018437', '0090019100_28022023018437']
Stack 5 with items: ['0090019100_28022023013587', '0090019100_28022023018437']
Stack 6 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 7 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 8 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 9 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 10 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 11 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 12 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 13 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 14 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Stack 15 with items: ['0090019100_28022023013587', '0090019100_28022023013587']
Heuristic packed all stacks
