dataset: B
instance: MT2
+-----------+
2D Packing Heuristic in Truck P314523401
Min2DVol: 21.17418000000001 [m2]
Stack 0 with items: ['0091017700_26102022000161', '0091017700_26102022000161', '0091017700_26102022000161']
Stack 1 with items: ['0091017700_26102022000161', '0091017700_26102022000161', '0091017700_26102022000161']
Stack 2 with items: ['0091017700_26102022000161', '0091017700_26102022000161', '0091017700_26102022000161']
Stack 3 with items: ['0091017700_26102022000161', '0091017700_26102022004002']
Stack 4 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 5 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 6 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 7 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 8 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 9 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 10 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 11 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 12 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 13 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 14 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 15 with items: ['0091017700_26102022001988', '0091017700_26102022001988']
Stack 16 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 17 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 18 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 19 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 20 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 21 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 22 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 23 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 24 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 25 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 26 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 27 with items: ['0091017700_26102022001621', '0091017700_26102022001621']
Stack 28 with items: ['0091017700_26102022002169']
Stack 29 with items: ['0091017700_26102022002269', '0091017700_26102022003327']
Stack 30 with items: ['0091017700_26102022004571', '0091017700_26102022002502']
Stack 31 with items: ['0091017700_26102022002577', '0091017700_26102022002577', '0091017700_26102022002997']
Heuristic packed all stacks
