dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P184069131
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0090016900_08062023006428']
Stack 1 with items: ['0090016900_08062023006428']
Stack 2 with items: ['0090016900_08062023029416', '0090016900_08062023029416']
Stack 3 with items: ['0090016900_08062023029416', '0090016900_08062023029416']
Stack 4 with items: ['0090016900_08062023029416', '0090016900_08062023029416']
Stack 5 with items: ['0090016900_08062023029416', '0090016900_08062023029416']
Stack 6 with items: ['0090016900_08062023029416', '0090016900_08062023029416']
Stack 7 with items: ['0090016900_08062023022123', '0090016900_08062023022123']
Stack 8 with items: ['0090016900_08062023022123', '0090016900_08062023022123']
Stack 9 with items: ['0090016900_08062023022123', '0090016900_08062023022123']
Stack 10 with items: ['0090016900_08062023022123', '0090016900_08062023022123']
Stack 11 with items: ['0090016900_08062023022123', '0090016900_08062023022123']
Heuristic packed all stacks
