dataset: X
instance: CI6
+-----------+
2D Packing Heuristic in Truck P194414201
Min2DVol: 32.15999999999999 [m2]
Stack 0 with items: ['0090016800_14062023005630', '0090016800_14062023005630', '0090016800_14062023005630']
Stack 1 with items: ['0090016800_14062023012841', '0090016800_14062023012841', '0090016800_14062023012841']
Stack 2 with items: ['0090016800_14062023012841', '0090016800_14062023012841', '0090016800_14062023012841']
Stack 3 with items: ['0090016800_14062023012841', '0090016800_14062023012841', '0090016800_14062023012841']
Stack 4 with items: ['0090016800_14062023005630', '0090016800_14062023005630', '0090016800_14062023005630']
Stack 5 with items: ['0090016800_14062023012841', '0090016800_14062023012841', '0090016800_14062023012841']
Stack 6 with items: ['0090016800_14062023034595', '0090016800_14062023012841', '0090016800_14062023005630']
Stack 7 with items: ['0090016800_14062023012841', '0090016800_14062023005630', '0090016800_14062023005630']
Stack 8 with items: ['0090016800_14062023029003', '0090016800_14062023029003']
Stack 9 with items: ['0090016800_14062023029003', '0090016800_14062023029003']
Stack 10 with items: ['0090016800_14062023029003', '0090016800_14062023029003']
Stack 11 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 12 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 13 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 14 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 15 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 16 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 17 with items: ['0090016800_14062023019157', '0090016800_14062023019157']
Stack 18 with items: ['0090016800_14062023017611', '0090016800_14062023017611']
Stack 19 with items: ['0090016800_14062023017611', '0090016800_14062023017611']
Stack 20 with items: ['0090016800_14062023017611', '0090016800_14062023017611']
Stack 21 with items: ['0090016800_14062023017611', '0090016800_14062023017611']
Heuristic packed all stacks
