dataset: X
instance: SA7
+-----------+
2D Packing Heuristic in Truck P200051401
Min2DVol: 32.07612000000001 [m2]
Stack 0 with items: ['0090017100_14062023006119', '0090017100_14062023029437']
Stack 1 with items: ['0090017100_14062023008318', '0090017100_14062023002547']
Stack 2 with items: ['0090017100_14062023005615', '0090017100_14062023007264', '0090017100_14062023011522', '0090017100_14062023019935']
Stack 3 with items: ['0090017100_14062023008318', '0090017100_14062023004175']
Stack 4 with items: ['0090017100_14062023029677', '0090017100_14062023029677']
Stack 5 with items: ['0090017100_14062023029677', '0090017100_14062023027552']
Stack 6 with items: ['0090017100_14062023027552', '0090017100_14062023027552']
Stack 7 with items: ['0090017100_14062023019813', '0090017100_14062023019813']
Stack 8 with items: ['0090017100_14062023019813', '0090017100_14062023019813']
Stack 9 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 10 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 11 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 12 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 13 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 14 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 15 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 16 with items: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 17 with items: ['0090017100_14062023015228', '0090017100_14062023009716']
Stack 18 with items: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 19 with items: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 20 with items: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 21 with items: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 22 with items: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 23 with items: ['0090017100_14062023009716', '0090017100_14062023008545']
Stack 24 with items: ['0090017100_14062023008545', '0090017100_14062023008545']
Stack 25 with items: ['0090017100_14062023008545', '0090017100_14062023008545']
Stack 26 with items: ['0090017100_14062023008545', '0090017100_14062023008545']
Stack 27 with items: ['0090017100_14062023008545', '0090017100_14062023008545']
Stack 28 with items: ['0090017100_14062023008545', '0090017100_14062023008545']
Stack 29 with items: ['0090017100_14062023008545']
Stacks not packed:
Stack 9 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 10 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 11 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 12 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 13 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 14 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 15 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 16 missing: ['0090017100_14062023015228', '0090017100_14062023015228']
Stack 17 missing: ['0090017100_14062023015228', '0090017100_14062023009716']
Stack 18 missing: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 19 missing: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 20 missing: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 21 missing: ['0090017100_14062023009716', '0090017100_14062023009716']
Stack 22 missing: ['0090017100_14062023009716', '0090017100_14062023009716']
