dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P097381003
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0090038300_27022023028652', '0090038300_27022023028652']
Stack 1 with items: ['0090038300_27022023018561', '0090038300_27022023018561']
Stack 2 with items: ['0090038300_27022023018561', '0090038300_27022023018561']
Stack 3 with items: ['0090038300_27022023018561', '0090038300_27022023016862']
Stack 4 with items: ['0090038300_27022023016862', '0090038300_27022023016862']
Stack 5 with items: ['0090038300_27022023016862', '0090038300_27022023016862']
Stack 6 with items: ['0090038300_27022023016862', '0090038300_27022023016862']
Stack 7 with items: ['0090038300_27022023016862', '0090038300_27022023008731']
Stack 8 with items: ['0090038300_27022023008731', '0090038300_27022023008731']
Stack 9 with items: ['0090038300_27022023008731', '0090038300_27022023008731']
Stack 10 with items: ['0090038300_27022023008731', '0090038300_27022023008731']
Stack 11 with items: ['0090038300_27022023008731', '0090038300_27022023008731']
Stack 12 with items: ['0090038300_27022023008731', '0090038300_27022023008731']
Stack 13 with items: ['0090038300_27022023008731', '0090038300_27022023008731']
Stack 14 with items: ['0090038300_27022023008731', '0090038300_27022023004083']
Stack 15 with items: ['0090038300_27022023004083', '0090038300_27022023004083']
Heuristic packed all stacks
