dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P073630001
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0091017700_27022023006540', '0091017700_27022023006266']
Stack 1 with items: ['0091017700_27022023006266', '0091017700_27022023006266']
Stack 2 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 3 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 4 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 5 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 6 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 7 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 8 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 9 with items: ['0091017700_27022023005820', '0091017700_27022023005820']
Stack 10 with items: ['0091017700_27022023005820', '0091017700_27022023005633']
Stack 11 with items: ['0091017700_27022023003146', '0091017700_27022023003146']
Stack 12 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 13 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 14 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 15 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 16 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 17 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 18 with items: ['0091017700_27022023001640', '0091017700_27022023001640']
Stack 19 with items: ['0091017700_27022023001640']
Heuristic packed all stacks
