dataset: C
instance: VA
+-----------+
2D Packing Heuristic in Truck P103553007
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0091017300_27022023046924', '0091017300_27022023046924', '0091017300_27022023046924']
Stack 1 with items: ['0091017300_27022023046924', '0091017300_27022023046924', '0091017300_27022023046924']
Stack 2 with items: ['0091017300_27022023046924', '0091017300_27022023046924', '0091017300_27022023046924']
Stack 3 with items: ['0091017300_27022023046924', '0091017300_27022023046924', '0091017300_27022023046924']
Stack 4 with items: ['0091017300_27022023046924', '0091017300_27022023046924', '0091017300_27022023046924']
Stack 5 with items: ['0091017300_27022023033778', '0091017300_27022023033778', '0091017300_27022023033778']
Stack 6 with items: ['0091017300_27022023033778', '0091017300_27022023033778', '0091017300_27022023033778']
Stack 7 with items: ['0091017300_27022023033778', '0091017300_27022023033778', '0091017300_27022023033778']
Stack 8 with items: ['0091017300_27022023033778', '0091017300_27022023033778', '0091017300_27022023033778']
Stack 9 with items: ['0091017300_27022023033778', '0091017300_27022023033778', '0091017300_27022023033778']
Stack 10 with items: ['0091017300_27022023033428', '0091017300_27022023029978', '0091017300_27022023029978']
Stack 11 with items: ['0091017300_27022023029978', '0091017300_27022023029978', '0091017300_27022023029978']
Stack 12 with items: ['0091017300_27022023029978', '0091017300_27022023029978', '0091017300_27022023029978']
Stack 13 with items: ['0091017300_27022023029978', '0091017300_27022023029978', '0091017300_27022023029978']
Stack 14 with items: ['0091017300_27022023029978', '0091017300_27022023029978', '0091017300_27022023029978']
Stack 15 with items: ['0091017300_27022023029978', '0091017300_27022023029978', '0091017300_27022023029978']
Stack 16 with items: ['0091017300_27022023029978', '0091017300_27022023023588', '0091017300_27022023029978']
Stack 17 with items: ['0091017300_27022023001591', '0091017300_27022023001591', '0091017300_27022023001591']
Stack 18 with items: ['0091017300_27022023001591', '0091017300_27022023001591', '0091017300_27022023001591']
Stack 19 with items: ['0091017300_27022023001591', '0091017300_27022023001591', '0091017300_27022023001591']
Stack 20 with items: ['0091017300_27022023001591', '0091017300_27022023001591', '0091017300_27022023001591']
Stack 21 with items: ['0091017300_27022023001591', '0091017300_27022023001591', '0091017300_27022023001591']
Stack 22 with items: ['0091017300_27022023001591', '0091017300_27022023001591', '0091017300_27022023001591']
Stack 23 with items: ['0091017300_27022023001591']
Heuristic packed all stacks
