dataset: C
instance: CI2
+-----------+
2D Packing Heuristic in Truck P066442501
Min2DVol: 24.960000000000008 [m2]
Stack 0 with items: ['0090016800_28022023020124', '0090016800_28022023010536', '0090016800_28022023010536']
Stack 1 with items: ['0090016800_28022023010536', '0090016800_28022023001626', '0090016800_28022023010536']
Stack 2 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 3 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 4 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 5 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 6 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 7 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 8 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 9 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 10 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 11 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Stack 12 with items: ['0090016800_28022023001626', '0090016800_28022023001626', '0090016800_28022023001626']
Heuristic packed all stacks
