dataset: A
instance: MT
+-----------+
2D Packing Heuristic in Truck P207574801
Min2DVol: 30.10836 [m2]
Stack 0 with items: ['0091017700_03072022003171']
Stack 1 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 2 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 3 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 4 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 5 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 6 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 7 with items: ['0091017700_03072022002446', '0091017700_03072022002446', '0091017700_03072022002446']
Stack 8 with items: ['0091017700_03072022002446', '0091017700_03072022001903', '0091017700_03072022001903']
Stack 9 with items: ['0091017700_03072022001903', '0091017700_03072022001798', '0091017700_03072022001903']
Stack 10 with items: ['0091017700_03072022001798', '0091017700_03072022001798', '0091017700_03072022001798']
Stack 11 with items: ['0091017700_03072022001798', '0091017700_03072022001798', '0091017700_03072022001798']
Stack 12 with items: ['0091017700_03072022001798', '0091017700_03072022001798', '0091017700_03072022001798']
Stack 13 with items: ['0091017700_03072022001798', '0091017700_03072022001798', '0091017700_03072022001798']
Stack 14 with items: ['0091017700_03072022001798', '0091017700_03072022000585', '0091017700_03072022001798']
Stack 15 with items: ['0091017700_03072022000585', '0091017700_03072022000585', '0091017700_03072022000585']
Stack 16 with items: ['0091017700_03072022000585', '0091017700_03072022000585', '0091017700_03072022000585']
Stack 17 with items: ['0091017700_03072022000585', '0091017700_03072022000585', '0091017700_03072022000585']
Stack 18 with items: ['0091017700_03072022000585', '0091017700_03072022000362', '0091017700_03072022000585']
Stack 19 with items: ['0091017700_03072022000918', '0091017700_03072022000918', '0091017700_03072022003585']
Stack 20 with items: ['0091017700_03072022002980', '0091017700_03072022002980', '0091017700_03072022002980']
Stack 21 with items: ['0091017700_03072022003585', '0091017700_03072022003585', '0091017700_03072022003585']
Stack 22 with items: ['0091017700_03072022002980', '0091017700_03072022002980', '0091017700_03072022003585']
Stack 23 with items: ['0091017700_03072022002980', '0091017700_03072022002980', '0091017700_03072022003585']
Stack 24 with items: ['0091017700_03072022002980', '0091017700_03072022002980']
Heuristic packed all stacks
