dataset: B
instance: TA
+-----------+
2D Packing Heuristic in Truck P349386003
Min2DVol: 32.88000000000001 [m2]
Stack 0 with items: ['0090038300_26102022011717', '0090038300_26102022011717', '0090038300_26102022011717']
Stack 1 with items: ['0090038300_26102022011717', '0090038300_26102022011717', '0090038300_26102022011717']
Stack 2 with items: ['0090038300_26102022011717', '0090038300_26102022011717', '0090038300_26102022011717']
Stack 3 with items: ['0090038300_26102022007241', '0090038300_26102022006469', '0090038300_26102022007241']
Stack 4 with items: ['0090038300_26102022006469', '0090038300_26102022006469', '0090038300_26102022006469']
Stack 5 with items: ['0090038300_26102022006469', '0090038300_26102022006469', '0090038300_26102022006469']
Stack 6 with items: ['0090038300_26102022006469', '0090038300_26102022004074', '0090038300_26102022004074']
Stack 7 with items: ['0090038300_26102022004074', '0090038300_26102022004074', '0090038300_26102022004074']
Stack 8 with items: ['0090038300_26102022000620', '0090038300_26102022000620', '0090038300_26102022000620']
Stack 9 with items: ['0090038300_26102022000620', '0090038300_26102022000620', '0090038300_26102022000620']
Stack 10 with items: ['0090038300_26102022000620', '0090038300_26102022000620', '0090038300_26102022000620']
Stack 11 with items: ['0090038300_26102022000620', '0090038300_26102022000620', '0090038300_26102022000620']
Stack 12 with items: ['0090038300_26102022000620', '0090038300_26102022000620', '0090038300_26102022000620']
Stack 13 with items: ['0090038300_26102022008731', '0090038300_26102022010051', '0090038300_26102022010051']
Stack 14 with items: ['0090038300_26102022008731', '0090038300_26102022008731', '0090038300_26102022008731']
Stack 15 with items: ['0090038300_26102022002083', '0090038300_26102022004510', '0090038300_26102022004704']
Stack 16 with items: ['0090038300_26102022002083', '0090038300_26102022002083', '0090038300_26102022008918']
Stack 17 with items: ['0090038300_26102022004704', '0090038300_26102022002083', '0090038300_26102022004704']
Stack 18 with items: ['0090038300_26102022008731', '0090038300_26102022008731', '0090038300_26102022008731']
Stack 19 with items: ['0090038300_26102022008731', '0090038300_26102022004704', '0090038300_26102022008731']
Stack 20 with items: ['0090038300_26102022004510', '0090038300_26102022004510', '0090038300_26102022008731']
Stack 21 with items: ['0090038300_26102022010051', '0090038300_26102022008918', '0090038300_26102022004704']
Stacks not packed:
Stack 5 missing: ['0090038300_26102022006469', '0090038300_26102022006469', '0090038300_26102022006469']
