dataset: A
instance: VA
+-----------+
2D Packing Heuristic in Truck P245501607
Min2DVol: 21.120000000000005 [m2]
Stack 0 with items: ['0091017300_03072022012903', '0091017300_03072022012903', '0091017300_03072022012903']
Stack 1 with items: ['0091017300_03072022012903', '0091017300_03072022012903', '0091017300_03072022012903']
Stack 2 with items: ['0091017300_03072022012903', '0091017300_03072022012903', '0091017300_03072022012903']
Stack 3 with items: ['0091017300_03072022012903', '0091017300_03072022012903', '0091017300_03072022012903']
Stack 4 with items: ['0091017300_03072022012903', '0091017300_03072022012903', '0091017300_03072022012903']
Stack 5 with items: ['0091017300_03072022012903', '0091017300_03072022012903', '0091017300_03072022012903']
Stack 6 with items: ['0091017300_03072022010896', '0091017300_03072022010896', '0091017300_03072022010896']
Stack 7 with items: ['0091017300_03072022010896', '0091017300_03072022010896', '0091017300_03072022010896']
Stack 8 with items: ['0091017300_03072022010896', '0091017300_03072022010896', '0091017300_03072022010896']
Stack 9 with items: ['0091017300_03072022010896', '0091017300_03072022010896', '0091017300_03072022010896']
Stack 10 with items: ['0091017300_03072022010896', '0091017300_03072022010896', '0091017300_03072022010896']
Heuristic packed all stacks
