dataset: X
instance: BY5
+-----------+
2D Packing Heuristic in Truck P177334503
Min2DVol: 28.80000000000001 [m2]
Stack 0 with items: ['0090016900_14062023019128']
Stack 1 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 2 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 3 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 4 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 5 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 6 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 7 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 8 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 9 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 10 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 11 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 12 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 13 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Stack 14 with items: ['0090016900_14062023019128', '0090016900_14062023019128', '0090016900_14062023019128']
Heuristic packed all stacks
