dataset: B
instance: MA
+-----------+
2D Packing Heuristic in Truck P357030403
Min2DVol: 31.304000000000006 [m2]
Stack 0 with items: ['0090016200_26102022000318', '0090016200_26102022000318', '0090016200_26102022012920']
Stack 1 with items: ['0090016200_26102022012920', '0090016200_26102022012920', '0090016200_26102022012920']
Stack 2 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 3 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 4 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 5 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 6 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 7 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 8 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 9 with items: ['0090016200_26102022008345', '0090016200_26102022008345']
Stack 10 with items: ['0090016200_26102022001657', '0090016200_26102022008345']
Stack 11 with items: ['0090016200_26102022001657', '0090016200_26102022001657']
Stack 12 with items: ['0090016200_26102022001657', '0090016200_26102022001657']
Stack 13 with items: ['0090016200_26102022001657', '0090016200_26102022001657']
Stack 14 with items: ['0090016200_26102022006974', '0090016200_26102022020150']
Heuristic packed all stacks
