dataset: B
instance: TR
+-----------+
2D Packing Heuristic in Truck P339275201
Min2DVol: 31.920000000000005 [m2]
Stack 0 with items: ['0090017000_26102022008904', '0090017000_26102022008213']
Stack 1 with items: ['0090017000_26102022008213', '0090017000_26102022005707']
Stack 2 with items: ['0090017000_26102022005054', '0090017000_26102022005054']
Stack 3 with items: ['0090017000_26102022005054', '0090017000_26102022005054']
Stack 4 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 5 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 6 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 7 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 8 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 9 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 10 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 11 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 12 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Stack 13 with items: ['0090017000_26102022001683', '0090017000_26102022001683']
Heuristic packed all stacks
