dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P311043003
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 1 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 2 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 3 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 4 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 5 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 6 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 7 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 8 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 9 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 10 with items: ['0090019100_26102022009011', '0090019100_26102022009011', '0090019100_26102022009011']
Stack 11 with items: ['0090019100_26102022009011', '0090019100_26102022006959', '0090019100_26102022006959']
Stack 12 with items: ['0090019100_26102022004915', '0090019100_26102022004915', '0090019100_26102022004915']
Stack 13 with items: ['0090019100_26102022004915', '0090019100_26102022004915', '0090019100_26102022004915']
Stack 14 with items: ['0090019100_26102022004915', '0090019100_26102022004915', '0090019100_26102022004915']
Stack 15 with items: ['0090019100_26102022004915', '0090019100_26102022004915', '0090019100_26102022004915']
Stack 16 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 17 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 18 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 19 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 20 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 21 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 22 with items: ['0090019100_26102022004761', '0090019100_26102022004761', '0090019100_26102022004761']
Stack 23 with items: ['0090019100_26102022004761', '0090019100_26102022003214', '0090019100_26102022004761']
Stack 24 with items: ['0090019100_26102022003214', '0090019100_26102022003214', '0090019100_26102022003214']
Stack 25 with items: ['0090019100_26102022003214', '0090019100_26102022003214', '0090019100_26102022003214']
Heuristic packed all stacks
