dataset: C
instance: CI3
+-----------+
2D Packing Heuristic in Truck P087882901
Min2DVol: 33.92177999999999 [m2]
Stack 0 with items: ['0090016800_28022023015375', '0090016800_28022023015375', '0090016800_28022023015375', '0090016800_28022023015375']
Stack 1 with items: ['0090016800_28022023002667', '0090016800_28022023002667', '0090016800_28022023002667', '0090016800_28022023002667']
Stack 2 with items: ['0090016800_28022023016850', '0090016800_28022023016850', '0090016800_28022023016850', '0090016800_28022023016850']
Stack 3 with items: ['0090016800_28022023015375', '0090016800_28022023015375', '0090016800_28022023015375', '0090016800_28022023016850']
Stack 4 with items: ['0090016800_28022023000536', '0090016800_28022023000536', '0090016800_28022023000536', '0090016800_28022023000536']
Stack 5 with items: ['0090016800_28022023002667', '0090016800_28022023002667', '0090016800_28022023015375', '0090016800_28022023016850']
Stack 6 with items: ['0090016800_28022023015440']
Stack 7 with items: ['0090016800_28022023001004', '0090016800_28022023009364', '0090016800_28022023015569', '0090016800_28022023018299', '0090016800_28022023021945']
Stack 8 with items: ['0090016800_28022023003415', '0090016800_28022023017635', '0090016800_28022023017635']
Stack 9 with items: ['0090016800_28022023023451', '0090016800_28022023021522', '0090016800_28022023021522']
Stack 10 with items: ['0090016800_28022023021522', '0090016800_28022023021522', '0090016800_28022023021522']
Stack 11 with items: ['0090016800_28022023021522', '0090016800_28022023021522', '0090016800_28022023021522']
Stack 12 with items: ['0090016800_28022023021291', '0090016800_28022023021291', '0090016800_28022023021291']
Stack 13 with items: ['0090016800_28022023021291', '0090016800_28022023021291', '0090016800_28022023021291']
Stack 14 with items: ['0090016800_28022023021291', '0090016800_28022023016961', '0090016800_28022023016961']
Stack 15 with items: ['0090016800_28022023016961', '0090016800_28022023016368', '0090016800_28022023016961']
Stack 16 with items: ['0090016800_28022023016368', '0090016800_28022023016368', '0090016800_28022023016368']
Stack 17 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 18 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 19 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 20 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 21 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 22 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 23 with items: ['0090016800_28022023015444', '0090016800_28022023015444', '0090016800_28022023015444']
Stack 24 with items: ['0090016800_28022023015444', '0090016800_28022023014646', '0090016800_28022023014646']
Stack 25 with items: ['0090016800_28022023014646', '0090016800_28022023013440', '0090016800_28022023014646']
Stack 26 with items: ['0090016800_28022023013440', '0090016800_28022023011297', '0090016800_28022023013440']
Stack 27 with items: ['0090016800_28022023011297', '0090016800_28022023011297', '0090016800_28022023011297']
Stack 28 with items: ['0090016800_28022023008570', '0090016800_28022023008570', '0090016800_28022023008570']
Stack 29 with items: ['0090016800_28022023008570', '0090016800_28022023008570', '0090016800_28022023008570']
Stack 30 with items: ['0090016800_28022023008570', '0090016800_28022023007445', '0090016800_28022023001190']
Stack 31 with items: ['0090016800_28022023001190', '0090016800_28022023001190', '0090016800_28022023001190']
Stacks not packed:
Stack 27 missing: ['0090016800_28022023011297', '0090016800_28022023011297', '0090016800_28022023011297']
Stack 31 missing: ['0090016800_28022023001190', '0090016800_28022023001190', '0090016800_28022023001190']
