dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P196051311
Min2DVol: 27.976042500000016 [m2]
Stack 0 with items: ['0090017100_03072022000030', '0090017100_03072022013447', '0090017100_03072022014001']
Stack 1 with items: ['0090017100_03072022016520', '0090017100_03072022013447', '0090017100_03072022008382']
Stack 2 with items: ['0090017100_03072022017039', '0090017100_03072022013447', '0090017100_03072022013447']
Stack 3 with items: ['0090017100_03072022000030', '0090017100_03072022013447', '0090017100_03072022016520']
Stack 4 with items: ['0090017100_03072022014302', '0090017100_03072022000778']
Stack 5 with items: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 6 with items: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 7 with items: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 8 with items: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 9 with items: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 10 with items: ['0090017100_03072022016577', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 11 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 12 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 13 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 14 with items: ['0090017100_03072022014020', '0090017100_03072022013486', '0090017100_03072022014020']
Stack 15 with items: ['0090017100_03072022013486', '0090017100_03072022012213', '0090017100_03072022013486']
Stack 16 with items: ['0090017100_03072022012213', '0090017100_03072022012213', '0090017100_03072022012213']
Stack 17 with items: ['0090017100_03072022012213', '0090017100_03072022011452', '0090017100_03072022011452']
Stack 18 with items: ['0090017100_03072022011452', '0090017100_03072022011452', '0090017100_03072022011452']
Stack 19 with items: ['0090017100_03072022011387', '0090017100_03072022009755', '0090017100_03072022009755']
Stack 20 with items: ['0090017100_03072022009755', '0090017100_03072022009755', '0090017100_03072022009755']
Stack 21 with items: ['0090017100_03072022009755', '0090017100_03072022006795', '0090017100_03072022006795']
Stack 22 with items: ['0090017100_03072022005846', '0090017100_03072022005846', '0090017100_03072022005846']
Stack 23 with items: ['0090017100_03072022005846', '0090017100_03072022002560', '0090017100_03072022002560']
Stack 24 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 25 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 26 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 27 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 28 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 29 with items: ['0090017100_03072022001561']
Stack 30 with items: ['0090017100_03072022001928', '0090017100_03072022013306']
Stacks not packed:
Stack 0 missing: ['0090017100_03072022000030', '0090017100_03072022013447', '0090017100_03072022014001']
Stack 2 missing: ['0090017100_03072022017039', '0090017100_03072022013447', '0090017100_03072022013447']
Stack 3 missing: ['0090017100_03072022000030', '0090017100_03072022013447', '0090017100_03072022016520']
Stack 5 missing: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 6 missing: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 7 missing: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 8 missing: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 9 missing: ['0090017100_03072022016577', '0090017100_03072022016577', '0090017100_03072022016577']
Stack 18 missing: ['0090017100_03072022011452', '0090017100_03072022011452', '0090017100_03072022011452']
Stack 24 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 25 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 26 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 27 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 28 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
