dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P079052411
Min2DVol: 31.439999999999976 [m2]
Stack 0 with items: ['0090017100_28022023025582', '0090017100_28022023025582', '0090017100_28022023025582']
Stack 1 with items: ['0090017100_28022023025582', '0090017100_28022023019033', '0090017100_28022023019033']
Stack 2 with items: ['0090017100_28022023019033', '0090017100_28022023019033', '0090017100_28022023019033']
Stack 3 with items: ['0090017100_28022023019033', '0090017100_28022023019033', '0090017100_28022023019033']
Stack 4 with items: ['0090017100_28022023019033', '0090017100_28022023019033', '0090017100_28022023019033']
Stack 5 with items: ['0090017100_28022023019033', '0090017100_28022023019033', '0090017100_28022023019033']
Stack 6 with items: ['0090017100_28022023019033', '0090017100_28022023018619', '0090017100_28022023019033']
Stack 7 with items: ['0090017100_28022023018619', '0090017100_28022023018619', '0090017100_28022023018619']
Stack 8 with items: ['0090017100_28022023018619', '0090017100_28022023018619', '0090017100_28022023018619']
Stack 9 with items: ['0090017100_28022023017355', '0090017100_28022023017355', '0090017100_28022023017355']
Stack 10 with items: ['0090017100_28022023017355', '0090017100_28022023017355', '0090017100_28022023017355']
Stack 11 with items: ['0090017100_28022023017355', '0090017100_28022023013091', '0090017100_28022023013091']
Stack 12 with items: ['0090017100_28022023013091', '0090017100_28022023006448', '0090017100_28022023013091']
Stack 13 with items: ['0090017100_28022023006448', '0090017100_28022023006448', '0090017100_28022023006448']
Stack 14 with items: ['0090017100_28022023005780', '0090017100_28022023005780', '0090017100_28022023005780']
Stack 15 with items: ['0090017100_28022023005780', '0090017100_28022023005780', '0090017100_28022023005780']
Stack 16 with items: ['0090017100_28022023005780', '0090017100_28022023005780', '0090017100_28022023005780']
Stack 17 with items: ['0090017100_28022023005780', '0090017100_28022023005780', '0090017100_28022023005780']
Stack 18 with items: ['0090017100_28022023005780', '0090017100_28022023005780', '0090017100_28022023005780']
Stack 19 with items: ['0090017100_28022023001931', '0090017100_28022023001094', '0090017100_28022023001094']
Stack 20 with items: ['0090017100_28022023018135', '0090017100_28022023018135']
Stack 21 with items: ['0090017100_28022023018135', '0090017100_28022023018135']
Stack 22 with items: ['0090017100_28022023015074', '0090017100_28022023003723']
Stack 23 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 24 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 25 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 26 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 27 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 28 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 29 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 30 with items: ['0090017100_28022023018135', '0090017100_28022023018135']
Stack 31 with items: ['0090017100_28022023018135', '0090017100_28022023015074']
Stack 32 with items: ['0090017100_28022023018135', '0090017100_28022023018135']
Stack 33 with items: ['0090017100_28022023015074', '0090017100_28022023011856']
Stack 34 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 35 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 36 with items: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 37 with items: ['0090017100_28022023018135', '0090017100_28022023018135']
Stacks not packed:
Stack 22 missing: ['0090017100_28022023015074', '0090017100_28022023003723']
Stack 23 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 24 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 25 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 26 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 27 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 28 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 29 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 31 missing: ['0090017100_28022023018135', '0090017100_28022023015074']
Stack 32 missing: ['0090017100_28022023018135', '0090017100_28022023018135']
Stack 33 missing: ['0090017100_28022023015074', '0090017100_28022023011856']
Stack 34 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 35 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 36 missing: ['0090017100_28022023015074', '0090017100_28022023015074']
Stack 37 missing: ['0090017100_28022023018135', '0090017100_28022023018135']
