dataset: X
instance: MT5
+-----------+
2D Packing Heuristic in Truck P191621601
Min2DVol: 26.797320000000006 [m2]
Stack 0 with items: ['0091017700_14062023004469', '0091017700_14062023004469']
Stack 1 with items: ['0091017700_14062023004469', '0091017700_14062023004469']
Stack 2 with items: ['0091017700_14062023004469', '0091017700_14062023004469']
Stack 3 with items: ['0091017700_14062023004469', '0091017700_14062023002220']
Stack 4 with items: ['0091017700_14062023001763', '0091017700_14062023001763']
Stack 5 with items: ['0091017700_14062023001763', '0091017700_14062023001763']
Stack 6 with items: ['0091017700_14062023001424', '0091017700_14062023001424']
Stack 7 with items: ['0091017700_14062023001424', '0091017700_14062023001424']
Stack 8 with items: ['0091017700_14062023001424', '0091017700_14062023001424']
Stack 9 with items: ['0091017700_14062023001424', '0091017700_14062023000941']
Stack 10 with items: ['0091017700_14062023000941', '0091017700_14062023000941']
Stack 11 with items: ['0091017700_14062023000941', '0091017700_14062023000941']
Stack 12 with items: ['0091017700_14062023000941', '0091017700_14062023000941']
Stack 13 with items: ['0091017700_14062023000745', '0091017700_14062023000745']
Stack 14 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 15 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 16 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 17 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 18 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 19 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 20 with items: ['0091017700_14062023000685', '0091017700_14062023000685']
Stack 21 with items: ['0091017700_14062023000283', '0091017700_14062023000283']
Heuristic packed all stacks
