dataset: X
instance: TA
+-----------+
2D Packing Heuristic in Truck P196382405
Min2DVol: 31.600000000000044 [m2]
Stack 0 with items: ['0090038300_08062023013029', '0090038300_08062023012917', '0090038300_08062023013029']
Stack 1 with items: ['0090038300_08062023012671', '0090038300_08062023012671', '0090038300_08062023012671']
Stack 2 with items: ['0090038300_08062023012671', '0090038300_08062023012529', '0090038300_08062023012671']
Stack 3 with items: ['0090038300_08062023012296', '0090038300_08062023012296', '0090038300_08062023012296']
Stack 4 with items: ['0090038300_08062023012296', '0090038300_08062023012284', '0090038300_08062023012296']
Stack 5 with items: ['0090038300_08062023012284', '0090038300_08062023012284', '0090038300_08062023012284']
Stack 6 with items: ['0090038300_08062023012284', '0090038300_08062023012129', '0090038300_08062023012284']
Stack 7 with items: ['0090038300_08062023011726', '0090038300_08062023011726', '0090038300_08062023011726']
Stack 8 with items: ['0090038300_08062023011726', '0090038300_08062023011726', '0090038300_08062023011726']
Stack 9 with items: ['0090038300_08062023011726', '0090038300_08062023011685', '0090038300_08062023011685']
Stack 10 with items: ['0090038300_08062023011685', '0090038300_08062023011685', '0090038300_08062023011685']
Stack 11 with items: ['0090038300_08062023011607', '0090038300_08062023011575', '0090038300_08062023011087']
Stack 12 with items: ['0090038300_08062023011087', '0090038300_08062023011087', '0090038300_08062023011087']
Stack 13 with items: ['0090038300_08062023011087', '0090038300_08062023011082', '0090038300_08062023011087']
Stack 14 with items: ['0090038300_08062023011082', '0090038300_08062023011082', '0090038300_08062023011082']
Stack 15 with items: ['0090038300_08062023011082', '0090038300_08062023011082', '0090038300_08062023011082']
Stack 16 with items: ['0090038300_08062023011082', '0090038300_08062023010640', '0090038300_08062023010310']
Stack 17 with items: ['0090038300_08062023010310', '0090038300_08062023010310', '0090038300_08062023010310']
Stack 18 with items: ['0090038300_08062023010016', '0090038300_08062023009387', '0090038300_08062023009220']
Stack 19 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 20 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 21 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 22 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 23 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 24 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 25 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 26 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 27 with items: ['0090038300_08062023008764', '0090038300_08062023008764', '0090038300_08062023008764']
Stack 28 with items: ['0090038300_08062023008764', '0090038300_08062023008678', '0090038300_08062023008286']
Stack 29 with items: ['0090038300_08062023007894', '0090038300_08062023007894', '0090038300_08062023007894']
Stack 30 with items: ['0090038300_08062023007894', '0090038300_08062023007713', '0090038300_08062023007713']
Stack 31 with items: ['0090038300_08062023007713', '0090038300_08062023007713', '0090038300_08062023007713']
