dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P238230701
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0090015100_03072022011459', '0090015100_03072022011459', '0090015100_03072022011459']
Stack 1 with items: ['0090015100_03072022011459', '0090015100_03072022011459', '0090015100_03072022011459']
Stack 2 with items: ['0090015100_03072022011459', '0090015100_03072022010396', '0090015100_03072022011459']
Stack 3 with items: ['0090015100_03072022009448', '0090015100_03072022009448', '0090015100_03072022009448']
Stack 4 with items: ['0090015100_03072022008106', '0090015100_03072022007798', '0090015100_03072022007798']
Stack 5 with items: ['0090015100_03072022007798', '0090015100_03072022005331', '0090015100_03072022007798']
Stack 6 with items: ['0090015100_03072022005331', '0090015100_03072022005331', '0090015100_03072022005331']
Stack 7 with items: ['0090015100_03072022005331', '0090015100_03072022005331', '0090015100_03072022005331']
Stack 8 with items: ['0090015100_03072022005331', '0090015100_03072022003804', '0090015100_03072022003804']
Stack 9 with items: ['0090015100_03072022003804', '0090015100_03072022003804', '0090015100_03072022003804']
Stack 10 with items: ['0090015100_03072022003804', '0090015100_03072022002902', '0090015100_03072022003804']
Stack 11 with items: ['0090015100_03072022002902', '0090015100_03072022000484', '0090015100_03072022002902']
Stack 12 with items: ['0090015100_03072022000484', '0090015100_03072022000484', '0090015100_03072022000484']
Stack 13 with items: ['0090015100_03072022000484', '0090015100_03072022000484', '0090015100_03072022000484']
Stack 14 with items: ['0090015100_03072022000279', '0090015100_03072022000279', '0090015100_03072022000279']
Stack 15 with items: ['0090015100_03072022000279']
Stack 16 with items: ['0090015100_03072022004734', '0090015100_03072022001970', '0090015100_03072022001970']
Stack 17 with items: ['0090015100_03072022001970', '0090015100_03072022001970', '0090015100_03072022001970']
Stack 18 with items: ['0090015100_03072022001970', '0090015100_03072022001970', '0090015100_03072022001970']
Stack 19 with items: ['0090015100_03072022001970', '0090015100_03072022001970', '0090015100_03072022003811']
Stack 20 with items: ['0090015100_03072022003811', '0090015100_03072022001970', '0090015100_03072022003811']
Stack 21 with items: ['0090015100_03072022004944', '0090015100_03072022004944', '0090015100_03072022004944']
Stack 22 with items: ['0090015100_03072022003811', '0090015100_03072022001970', '0090015100_03072022003811']
Stack 23 with items: ['0090015100_03072022004944', '0090015100_03072022004944', '0090015100_03072022004944']
Heuristic packed all stacks
