dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P086055511
Min2DVol: 30.823140000000013 [m2]
Stack 0 with items: ['0090017100_27022023023657', '0090017100_27022023023657', '0090017100_27022023023657']
Stack 1 with items: ['0090017100_27022023023657', '0090017100_27022023023657', '0090017100_27022023023657']
Stack 2 with items: ['0090017100_27022023023657', '0090017100_27022023023657', '0090017100_27022023023657']
Stack 3 with items: ['0090017100_27022023023657', '0090017100_27022023023657', '0090017100_27022023023657']
Stack 4 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 5 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 6 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 7 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 8 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 9 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 10 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 11 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 12 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 13 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 14 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 15 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 16 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 17 with items: ['0090017100_27022023024798', '0090017100_27022023024798']
Stack 18 with items: ['0090017100_27022023035509', '0090017100_27022023035509']
Stack 19 with items: ['0090017100_27022023035509', '0090017100_27022023035509']
Stack 20 with items: ['0090017100_27022023035509', '0090017100_27022023035509']
Stack 21 with items: ['0090017100_27022023035509', '0090017100_27022023035509']
Stack 22 with items: ['0090017100_27022023035509', '0090017100_27022023035509']
Heuristic packed all stacks
