dataset: X
instance: RM6
+-----------+
2D Packing Heuristic in Truck P196395313
Min2DVol: 29.547090000000008 [m2]
Stack 0 with items: ['0090038200_14062023020035', '0090038200_14062023012688', '0090038200_14062023015103', '0090038200_14062023018352', '0090038200_14062023018990', '0090038200_14062023019502', '0090038200_14062023006291']
Stack 1 with items: ['0090038200_14062023013948', '0090038200_14062023008658', '0090038200_14062023003154', '0090038200_14062023013948', '0090038200_14062023024374']
Stack 2 with items: ['0090038200_14062023002992', '0090038200_14062023006050', '0090038200_14062023008496', '0090038200_14062023023413']
Stack 3 with items: ['0090038200_14062023018766', '0090038200_14062023017006', '0090038200_14062023018608', '0090038200_14062023006399']
Stack 4 with items: ['0090038200_14062023021797', '0090038200_14062023017950', '0090038200_14062023021797']
Stack 5 with items: ['0090038200_14062023017950', '0090038200_14062023017950', '0090038200_14062023017950']
Stack 6 with items: ['0090038200_14062023017950', '0090038200_14062023017950', '0090038200_14062023017950']
Stack 7 with items: ['0090038200_14062023017950', '0090038200_14062023017950', '0090038200_14062023017950']
Stack 8 with items: ['0090038200_14062023017950', '0090038200_14062023016897', '0090038200_14062023017950']
Stack 9 with items: ['0090038200_14062023016897', '0090038200_14062023016897', '0090038200_14062023016897']
Stack 10 with items: ['0090038200_14062023016756', '0090038200_14062023016756', '0090038200_14062023016756']
Stack 11 with items: ['0090038200_14062023016756', '0090038200_14062023016222', '0090038200_14062023013821']
Stack 12 with items: ['0090038200_14062023013821', '0090038200_14062023013821', '0090038200_14062023013821']
Stack 13 with items: ['0090038200_14062023013821', '0090038200_14062023013821', '0090038200_14062023013821']
Stack 14 with items: ['0090038200_14062023013821', '0090038200_14062023010848', '0090038200_14062023013821']
Stack 15 with items: ['0090038200_14062023010848', '0090038200_14062023010848', '0090038200_14062023010848']
Stack 16 with items: ['0090038200_14062023010848', '0090038200_14062023010848', '0090038200_14062023010848']
Stack 17 with items: ['0090038200_14062023010848', '0090038200_14062023010566', '0090038200_14062023010848']
Stack 18 with items: ['0090038200_14062023010566', '0090038200_14062023006485', '0090038200_14062023010566']
Stack 19 with items: ['0090038200_14062023006485', '0090038200_14062023006485', '0090038200_14062023006485']
Stack 20 with items: ['0090038200_14062023006485', '0090038200_14062023006485', '0090038200_14062023006485']
Stack 21 with items: ['0090038200_14062023006485', '0090038200_14062023006185', '0090038200_14062023006185']
Stack 22 with items: ['0090038200_14062023006185', '0090038200_14062023006185', '0090038200_14062023006185']
Stack 23 with items: ['0090038200_14062023006185', '0090038200_14062023006185', '0090038200_14062023006185']
Stack 24 with items: ['0090038200_14062023005363', '0090038200_14062023005363', '0090038200_14062023005363']
