dataset: C
instance: CI3
+-----------+
2D Packing Heuristic in Truck P074400903
Min2DVol: 32.04868400000001 [m2]
Stack 0 with items: ['0090016800_28022023021421', '0090016800_28022023021421']
Stack 1 with items: ['0090016800_28022023021421', '0090016800_28022023021421']
Stack 2 with items: ['0090016800_28022023021421', '0090016800_28022023021421']
Stack 3 with items: ['0090016800_28022023014032', '0090016800_28022023014032']
Stack 4 with items: ['0090016800_28022023014032', '0090016800_28022023014032']
Stack 5 with items: ['0090016800_28022023014032', '0090016800_28022023014032']
Stack 6 with items: ['0090016800_28022023014032', '0090016800_28022023010918']
Stack 7 with items: ['0090016800_28022023006165', '0090016800_28022023006165']
Stack 8 with items: ['0090016800_28022023006165', '0090016800_28022023005744']
Stack 9 with items: ['0090016800_28022023005744', '0090016800_28022023005744']
Stack 10 with items: ['0090016800_28022023005744', '0090016800_28022023005744']
Stack 11 with items: ['0090016800_28022023003762', '0090016800_28022023003762']
Stack 12 with items: ['0090016800_28022023003762', '0090016800_28022023003762']
Stack 13 with items: ['0090016800_28022023003762', '0090016800_28022023003762']
Stack 14 with items: ['0090016800_28022023002640', '0090016800_28022023002640']
Stack 15 with items: ['0090016800_28022023002640', '0090016800_28022023002640']
Stack 16 with items: ['0090016800_28022023005030', '0090016800_28022023005030']
Stack 17 with items: ['0090016800_28022023006978', '0090016800_28022023006978']
Stack 18 with items: ['0090016800_28022023005030', '0090016800_28022023005030']
Stack 19 with items: ['0090016800_28022023017102', '0090016800_28022023017102']
Stack 20 with items: ['0090016800_28022023010593', '0090016800_28022023010593']
Stacks not packed:
Stack 17 missing: ['0090016800_28022023006978', '0090016800_28022023006978']
Stack 18 missing: ['0090016800_28022023005030', '0090016800_28022023005030']
