dataset: X
instance: MA
+-----------+
2D Packing Heuristic in Truck P177039405
Min2DVol: 30.059999999999988 [m2]
Stack 0 with items: ['0090016200_08062023013978']
Stack 1 with items: ['0090016200_08062023031991', '0090016200_08062023027262']
Stack 2 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 3 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 4 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 5 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 6 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 7 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 8 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 9 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 10 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 11 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 12 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 13 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Stack 14 with items: ['0090016200_08062023031991', '0090016200_08062023031991']
Heuristic packed all stacks
