dataset: B
instance: PA
+-----------+
2D Packing Heuristic in Truck P334521501
Min2DVol: 21.120000000000005 [m2]
Stack 0 with items: ['0091017200_26102022013059', '0091017200_26102022013059', '0091017200_26102022013059']
Stack 1 with items: ['0091017200_26102022013059', '0091017200_26102022013059', '0091017200_26102022013059']
Stack 2 with items: ['0091017200_26102022013059', '0091017200_26102022013059', '0091017200_26102022013059']
Stack 3 with items: ['0091017200_26102022010925', '0091017200_26102022010925', '0091017200_26102022010925']
Stack 4 with items: ['0091017200_26102022010925', '0091017200_26102022010925', '0091017200_26102022010925']
Stack 5 with items: ['0091017200_26102022010925', '0091017200_26102022005091', '0091017200_26102022010925']
Stack 6 with items: ['0091017200_26102022005091', '0091017200_26102022005091', '0091017200_26102022005091']
Stack 7 with items: ['0091017200_26102022005091', '0091017200_26102022005091', '0091017200_26102022005091']
Stack 8 with items: ['0091017200_26102022005091', '0091017200_26102022005091', '0091017200_26102022005091']
Stack 9 with items: ['0091017200_26102022005091', '0091017200_26102022005091', '0091017200_26102022005091']
Stack 10 with items: ['0091017200_26102022005091', '0091017200_26102022005091', '0091017200_26102022005091']
Heuristic packed all stacks
