dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P095554907
Min2DVol: 30.720000000000002 [m2]
Stack 0 with items: ['0091017300_28022023000876', '0091017300_28022023009849', '0091017300_28022023009849']
Stack 1 with items: ['0091017300_28022023006941', '0091017300_28022023000959', '0091017300_28022023012688']
Stack 2 with items: ['0091017300_28022023009849', '0091017300_28022023023515', '0091017300_28022023023515']
Stack 3 with items: ['0091017300_28022023012688', '0091017300_28022023006773', '0091017300_28022023012688']
Stack 4 with items: ['0091017300_28022023015570', '0091017300_28022023015570']
Stack 5 with items: ['0091017300_28022023012316', '0091017300_28022023012316']
Stack 6 with items: ['0091017300_28022023012316', '0091017300_28022023012316']
Stack 7 with items: ['0091017300_28022023012316', '0091017300_28022023012316']
Stack 8 with items: ['0091017300_28022023012316', '0091017300_28022023012316']
Stack 9 with items: ['0091017300_28022023007901', '0091017300_28022023007901']
Stack 10 with items: ['0091017300_28022023007901', '0091017300_28022023007901']
Stack 11 with items: ['0091017300_28022023007901', '0091017300_28022023007901']
Stack 12 with items: ['0091017300_28022023007901', '0091017300_28022023007901']
Stack 13 with items: ['0091017300_28022023006189', '0091017300_28022023006189']
Stack 14 with items: ['0091017300_28022023006189', '0091017300_28022023006189']
Stack 15 with items: ['0091017300_28022023005165', '0091017300_28022023005165']
Heuristic packed all stacks
