dataset: A
instance: DO2
+-----------+
2D Packing Heuristic in Truck P258219701
Min2DVol: 18.7408 [m2]
Stack 0 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 1 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 2 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 3 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 4 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 5 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 6 with items: ['0090019100_03072022004424', '0090019100_03072022004424']
Stack 7 with items: ['0090019100_03072022001767', '0090019100_03072022001767']
Stack 8 with items: ['0090019100_03072022001767', '0090019100_03072022001767']
Stack 9 with items: ['0090019100_03072022001767', '0090019100_03072022001767']
Stack 10 with items: ['0090019100_03072022001767', '0090019100_03072022001767']
Stack 11 with items: ['0090019100_03072022001767', '0090019100_03072022001767']
Stack 12 with items: ['0090019100_03072022002964', '0090019100_03072022002964']
Stack 13 with items: ['0090019100_03072022005850', '0090019100_03072022005850']
Stack 14 with items: ['0090019100_03072022007705', '0090019100_03072022007705']
Heuristic packed all stacks
