dataset: B
instance: TR
+-----------+
2D Packing Heuristic in Truck P346278201
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017000_26102022009153', '0090017000_26102022009153', '0090017000_26102022009153']
Stack 1 with items: ['0090017000_26102022009153', '0090017000_26102022009153', '0090017000_26102022009153']
Stack 2 with items: ['0090017000_26102022009018', '0090017000_26102022009018', '0090017000_26102022009018']
Stack 3 with items: ['0090017000_26102022009018', '0090017000_26102022009018', '0090017000_26102022009018']
Stack 4 with items: ['0090017000_26102022009018', '0090017000_26102022009018', '0090017000_26102022009018']
Stack 5 with items: ['0090017000_26102022009018', '0090017000_26102022009018', '0090017000_26102022009018']
Stack 6 with items: ['0090017000_26102022009018', '0090017000_26102022009018', '0090017000_26102022009018']
Stack 7 with items: ['0090017000_26102022009018', '0090017000_26102022008357', '0090017000_26102022009018']
Stack 8 with items: ['0090017000_26102022008357', '0090017000_26102022008357', '0090017000_26102022008357']
Stack 9 with items: ['0090017000_26102022008357', '0090017000_26102022008357', '0090017000_26102022008357']
Stack 10 with items: ['0090017000_26102022008357', '0090017000_26102022007680', '0090017000_26102022008357']
Stack 11 with items: ['0090017000_26102022007680', '0090017000_26102022006472', '0090017000_26102022006166']
Stack 12 with items: ['0090017000_26102022006166', '0090017000_26102022006166', '0090017000_26102022006166']
Stack 13 with items: ['0090017000_26102022006166', '0090017000_26102022006166', '0090017000_26102022006166']
Stack 14 with items: ['0090017000_26102022006166', '0090017000_26102022004181', '0090017000_26102022004181']
Stack 15 with items: ['0090017000_26102022004181', '0090017000_26102022004181', '0090017000_26102022004181']
Stack 16 with items: ['0090017000_26102022004181', '0090017000_26102022004181', '0090017000_26102022004181']
Stack 17 with items: ['0090017000_26102022004181', '0090017000_26102022004181', '0090017000_26102022004181']
Stack 18 with items: ['0090017000_26102022004181', '0090017000_26102022003728', '0090017000_26102022004181']
Stack 19 with items: ['0090017000_26102022003728', '0090017000_26102022003728', '0090017000_26102022003728']
Stack 20 with items: ['0090017000_26102022003728', '0090017000_26102022002941', '0090017000_26102022003728']
Stack 21 with items: ['0090017000_26102022002941', '0090017000_26102022002941', '0090017000_26102022002941']
Stack 22 with items: ['0090017000_26102022002941', '0090017000_26102022002941', '0090017000_26102022002941']
Stack 23 with items: ['0090017000_26102022001548', '0090017000_26102022001548', '0090017000_26102022001548']
Stack 24 with items: ['0090017000_26102022001548', '0090017000_26102022001548', '0090017000_26102022001548']
Stack 25 with items: ['0090017000_26102022000335', '0090017000_26102022000335', '0090017000_26102022000335']
Heuristic packed all stacks
