dataset: A
instance: BY
+-----------+
2D Packing Heuristic in Truck P248335303
Min2DVol: 31.313619999999982 [m2]
Stack 0 with items: ['0090016900_03072022000555', '0090016900_03072022000555', '0090016900_03072022000555']
Stack 1 with items: ['0090016900_03072022006360', '0090016900_03072022005473', '0090016900_03072022005473']
Stack 2 with items: ['0090016900_03072022000555', '0090016900_03072022000555', '0090016900_03072022000555']
Stack 3 with items: ['0090016900_03072022008670', '0090016900_03072022008670', '0090016900_03072022008670']
Stack 4 with items: ['0090016900_03072022000555', '0090016900_03072022000555', '0090016900_03072022008670']
Stack 5 with items: ['0090016900_03072022006360', '0090016900_03072022000555', '0090016900_03072022006360']
Stack 6 with items: ['0090016900_03072022008670', '0090016900_03072022005473', '0090016900_03072022008670']
Stack 7 with items: ['0090016900_03072022005473', '0090016900_03072022005473', '0090016900_03072022005473']
Stack 8 with items: ['0090016900_03072022005473', '0090016900_03072022005473', '0090016900_03072022005473']
Stack 9 with items: ['0090016900_03072022000555', '0090016900_03072022000555', '0090016900_03072022000555']
Stack 10 with items: ['0090016900_03072022006360', '0090016900_03072022006360', '0090016900_03072022006360']
Stack 11 with items: ['0090016900_03072022005473', '0090016900_03072022005473', '0090016900_03072022005473']
Stack 12 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 13 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 14 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 15 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 16 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 17 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 18 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 19 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 20 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 21 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 22 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 23 with items: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 24 with items: ['0090016900_03072022006567', '0090016900_03072022005788']
Stack 25 with items: ['0090016900_03072022005421', '0090016900_03072022003997']
Stack 26 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 27 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 28 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 29 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 30 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 31 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 32 with items: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 33 with items: ['0090016900_03072022003997', '0090016900_03072022001518']
Stack 34 with items: ['0090016900_03072022001518', '0090016900_03072022001232']
Stack 35 with items: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 36 with items: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 37 with items: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 38 with items: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 39 with items: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 40 with items: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 41 with items: ['0090016900_03072022007697', '0090016900_03072022007697']
Stack 42 with items: ['0090016900_03072022007697', '0090016900_03072022008508']
Stack 43 with items: ['0090016900_03072022008508', '0090016900_03072022008508']
Stack 44 with items: ['0090016900_03072022008508', '0090016900_03072022007697']
Stacks not packed:
Stack 20 missing: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 21 missing: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 22 missing: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 23 missing: ['0090016900_03072022006567', '0090016900_03072022006567']
Stack 24 missing: ['0090016900_03072022006567', '0090016900_03072022005788']
Stack 25 missing: ['0090016900_03072022005421', '0090016900_03072022003997']
Stack 26 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 27 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 28 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 29 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 30 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 31 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 32 missing: ['0090016900_03072022003997', '0090016900_03072022003997']
Stack 33 missing: ['0090016900_03072022003997', '0090016900_03072022001518']
Stack 34 missing: ['0090016900_03072022001518', '0090016900_03072022001232']
Stack 35 missing: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 36 missing: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 37 missing: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 38 missing: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 39 missing: ['0090016900_03072022001232', '0090016900_03072022001232']
Stack 40 missing: ['0090016900_03072022001232', '0090016900_03072022001232']
