dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P205061911
Min2DVol: 31.199999999999992 [m2]
Stack 0 with items: ['0090016900_14062023006669', '0090016900_14062023006669', '0090016900_14062023006669']
Stack 1 with items: ['0090016900_14062023028257']
Stack 2 with items: ['0090016900_14062023025193', '0090016900_14062023025193']
Stack 3 with items: ['0090016900_14062023025193', '0090016900_14062023025193']
Stack 4 with items: ['0090016900_14062023025193', '0090016900_14062023025193']
Stack 5 with items: ['0090016900_14062023025193', '0090016900_14062023020245']
Stack 6 with items: ['0090016900_14062023020245', '0090016900_14062023020245']
Stack 7 with items: ['0090016900_14062023020245', '0090016900_14062023020245']
Stack 8 with items: ['0090016900_14062023020245', '0090016900_14062023020245']
Stack 9 with items: ['0090016900_14062023020245', '0090016900_14062023016803']
Stack 10 with items: ['0090016900_14062023011251', '0090016900_14062023011251']
Stack 11 with items: ['0090016900_14062023011251', '0090016900_14062023011251']
Heuristic packed all stacks
