dataset: X
instance: TR4
+-----------+
2D Packing Heuristic in Truck P203421709
Min2DVol: 32.19611999999999 [m2]
Stack 0 with items: ['0090017000_14062023006236', '0090017000_14062023014796', '0090017000_14062023022212', '0090017000_14062023022212', '0090017000_14062023033562', '0090017000_14062023033562']
Stack 1 with items: ['0090017000_14062023002625', '0090017000_14062023034463', '0090017000_14062023034463']
Stack 2 with items: ['0090017000_14062023040280', '0090017000_14062023040280']
Stack 3 with items: ['0090017000_14062023040280', '0090017000_14062023040280']
Stack 4 with items: ['0090017000_14062023040280', '0090017000_14062023040280']
Stack 5 with items: ['0090017000_14062023033406', '0090017000_14062023033406']
Stack 6 with items: ['0090017000_14062023011756', '0090017000_14062023011756']
Stack 7 with items: ['0090017000_14062023008048', '0090017000_14062023008048']
Stack 8 with items: ['0090017000_14062023008048', '0090017000_14062023008048']
Stack 9 with items: ['0090017000_14062023008048', '0090017000_14062023008048']
Stack 10 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 11 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 12 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 13 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 14 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 15 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 16 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Stack 17 with items: ['0090017000_14062023002910', '0090017000_14062023002910']
Heuristic packed all stacks
