dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P073045203
Min2DVol: 26.39999999999999 [m2]
Stack 0 with items: ['0090019100_27022023032518', '0090019100_27022023032518']
Stack 1 with items: ['0090019100_27022023032518', '0090019100_27022023032518']
Stack 2 with items: ['0090019100_27022023032518', '0090019100_27022023031630']
Stack 3 with items: ['0090019100_27022023028827', '0090019100_27022023028721']
Stack 4 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 5 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 6 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 7 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 8 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 9 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 10 with items: ['0090019100_27022023028721', '0090019100_27022023028721']
Stack 11 with items: ['0090019100_27022023018291', '0090019100_27022023017525']
Stack 12 with items: ['0090019100_27022023013684', '0090019100_27022023013684']
Stack 13 with items: ['0090019100_27022023013684', '0090019100_27022023004716']
Stack 14 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 15 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 16 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 17 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 18 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 19 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 20 with items: ['0090019100_27022023004716', '0090019100_27022023004716']
Stack 21 with items: ['0090019100_27022023003476', '0090019100_27022023003476']
Heuristic packed all stacks
