dataset: X
instance: MA
+-----------+
2D Packing Heuristic in Truck P172038607
Min2DVol: 28.799999999999994 [m2]
Stack 0 with items: ['0090016200_08062023019273', '0090016200_08062023019273']
Stack 1 with items: ['0090016200_08062023012356', '0090016200_08062023012356']
Stack 2 with items: ['0090016200_08062023012356', '0090016200_08062023012356']
Stack 3 with items: ['0090016200_08062023012356', '0090016200_08062023006974']
Stack 4 with items: ['0090016200_08062023006974', '0090016200_08062023006974']
Stack 5 with items: ['0090016200_08062023006974', '0090016200_08062023006974']
Stack 6 with items: ['0090016200_08062023006974', '0090016200_08062023006974']
Stack 7 with items: ['0090016200_08062023004813', '0090016200_08062023004813']
Stack 8 with items: ['0090016200_08062023004813', '0090016200_08062023004813']
Stack 9 with items: ['0090016200_08062023004813', '0090016200_08062023000411']
Heuristic packed all stacks
