dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P074156201
Min2DVol: 31.694024999999993 [m2]
Stack 0 with items: ['0090017100_27022023006950']
Stack 1 with items: ['0090017100_27022023009122', '0090017100_27022023009122', '0090017100_27022023021738']
Stack 2 with items: ['0090017100_27022023033168', '0090017100_27022023033168', '0090017100_27022023033168', '0090017100_27022023033168']
Stack 3 with items: ['0090017100_27022023032276', '0090017100_27022023021738']
Stack 4 with items: ['0090017100_27022023034095', '0090017100_27022023034095']
Stack 5 with items: ['0090017100_27022023030588', '0090017100_27022023030588']
Stack 6 with items: ['0090017100_27022023025898', '0090017100_27022023019260']
Stack 7 with items: ['0090017100_27022023019260', '0090017100_27022023019260']
Stack 8 with items: ['0090017100_27022023019260', '0090017100_27022023019260']
Stack 9 with items: ['0090017100_27022023019260', '0090017100_27022023019260']
Stack 10 with items: ['0090017100_27022023019260', '0090017100_27022023019260']
Stack 11 with items: ['0090017100_27022023019260', '0090017100_27022023019260']
Stack 12 with items: ['0090017100_27022023017503', '0090017100_27022023010202']
Stack 13 with items: ['0090017100_27022023010202', '0090017100_27022023010202']
Heuristic packed all stacks
