dataset: X
instance: FS4
+-----------+
2D Packing Heuristic in Truck P185633601
Min2DVol: 29.89609999999999 [m2]
Stack 0 with items: ['0091017500_14062023001165', '0091017500_14062023001165', '0091017500_14062023001165', '0091017500_14062023002807']
Stack 1 with items: ['0091017500_14062023001165', '0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023002140']
Stack 2 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023002140']
Stack 3 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000705']
Stack 4 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000705']
Stack 5 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023002057']
Stack 6 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 7 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 8 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 9 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 10 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 11 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 12 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 13 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 14 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 15 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 16 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 17 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 18 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 19 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 20 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 21 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 22 with items: ['0091017500_14062023000628', '0091017500_14062023000628', '0091017500_14062023000628']
Stack 23 with items: ['0091017500_14062023000628', '0091017500_14062023000291', '0091017500_14062023000628']
Stack 24 with items: ['0091017500_14062023002427', '0091017500_14062023002427', '0091017500_14062023002427']
Heuristic packed all stacks
